Name,Desc,Runs,Balls,Minutes,Fours,Sixes,Strike_Rate,Batting_Position,Match_Id
Lasith Malinga,b Shahid Afridi,11,14,13,0,1,78.57,9,530427
Suranga Lakmal,st †Sarfraz Ahmed b Saeed Ajmal,0,2,3,0,0,0,10,530427
Dilhara Fernando,not out,0,1,3,0,0,0,11,530427
Upul Tharanga,c Younis Khan b Shahid Afridi,77,120,175,8,0,64.17,1,530428
Tillakaratne Dilshan,b Shahid Afridi,28,40,55,4,0,70,2,530428
Kumar Sangakkara,c & b Abdul Razzaq,5,13,12,0,0,38.46,3,530428
Dinesh Chandimal,b Saeed Ajmal,15,37,39,1,0,40.54,4,530428
Mahela Jayawardene,b Saeed Ajmal,50,57,89,5,0,87.72,5,530428
Angelo Mathews,c †Sarfaraz Ahmed b Aizaz Cheema,3,4,7,0,0,75,6,530428
Jeevan Mendis,not out,17,17,32,1,0,100,7,530428
Thisara Perera,st †Sarfaraz Ahmed b Saeed Ajmal,13,12,10,0,1,108.33,8,530428
Lasith Malinga,not out,2,1,1,0,0,200,9,530428
Upul Tharanga,b Umar Gul,4,2,2,1,0,200,1,530429
Tillakaratne Dilshan,b Shahid Afridi,64,78,124,8,0,82.05,2,530429
Kumar Sangakkara,run out (Shahid Afridi),45,66,98,3,0,68.18,3,530429
Dinesh Chandimal,c sub (Shoaib Malik) b Saeed Ajmal,31,47,76,2,0,65.96,4,530429
Mahela Jayawardene,st †Sarfaraz Ahmed b Saeed Ajmal,17,26,36,2,0,65.38,5,530429
Angelo Mathews,not out,32,40,79,2,1,80,6,530429
Lasith Malinga,lbw b Shahid Afridi,0,2,5,0,0,0,7,530429
Jeevan Mendis,lbw b Mohammad Hafeez,19,15,24,2,0,126.67,8,530429
Thisara Perera,b Saeed Ajmal,4,5,5,0,0,80,9,530429
Seekkuge Prasanna,c Shahid Afridi b Umar Gul,5,10,15,1,0,50,10,530429
Dilhara Fernando,b Umar Gul,0,2,3,0,0,0,11,530429
Upul Tharanga,c Younis Khan b Aizaz Cheema,16,13,16,3,0,123.08,1,530430
Tillakaratne Dilshan,c †Sarfaraz Ahmed b Aizaz Cheema,11,21,42,2,0,52.38,2,530430
Kumar Sangakkara,b Shahid Afridi,58,103,147,6,0,56.31,3,530430
Dinesh Chandimal,b Mohammad Hafeez,11,19,23,2,0,57.89,4,530430
Mahela Jayawardene,c Mohammad Hafeez b Shahid Afridi,55,87,125,2,1,63.22,5,530430
Angelo Mathews,c †Sarfaraz Ahmed b Saeed Ajmal,0,4,2,0,0,0,6,530430
Jeevan Mendis,lbw b Shahid Afridi,2,7,10,0,0,28.57,7,530430
Thisara Perera,c Umar Akmal b Shahid Afridi,7,11,21,1,0,63.64,8,530430
Seekkuge Prasanna,c & b Shahid Afridi,0,1,2,0,0,0,9,530430
Lasith Malinga,lbw b Saeed Ajmal,4,6,6,0,0,66.67,10,530430
Dilhara Fernando,not out,0,1,2,0,0,0,11,530430
Upul Tharanga,c †Umar Akmal b Sohail Tanvir,3,10,16,0,0,30,1,530431
Tillakaratne Dilshan,c †Umar Akmal b Umar Gul,12,14,24,1,0,85.71,2,530431
Dinesh Chandimal,c Younis Khan b Sohail Tanvir,7,14,19,1,0,50,3,530431
Kumar Sangakkara,c Misbah-ul-Haq b Mohammad Hafeez,78,100,132,8,0,78,4,530431
Chamara Silva,c Misbah-ul-Haq b Junaid Khan,1,6,16,0,0,16.67,5,530431
Angelo Mathews,b Saeed Ajmal,61,101,119,2,2,60.4,6,530431
Jeevan Mendis,st †Umar Akmal b Shahid Afridi,2,12,10,0,0,16.67,7,530431
Thisara Perera,b Sohail Tanvir,25,18,25,0,1,138.89,8,530431
Seekkuge Prasanna,not out,8,23,25,0,0,34.78,9,530431
Lasith Malinga,c Misbah-ul-Haq b Sohail Tanvir,4,2,1,1,0,200,10,530431
Upul Tharanga,c Duminy b M Morkel,0,2,2,0,0,0,1,514035
Tillakaratne Dilshan,c †de Villiers b Tsotsobe,0,2,9,0,0,0,2,514035
Kumar Sangakkara,c †de Villiers b M Morkel,4,14,20,1,0,28.57,3,514035
Dinesh Chandimal,b Tsotsobe,4,7,7,1,0,57.14,4,514035
Mahela Jayawardene,c du Plessis b Tsotsobe,2,16,20,0,0,12.5,5,514035
Angelo Mathews,c Peterson b M Morkel,0,2,1,0,0,0,6,514035
Kosala Kulasekara,c Peterson b M Morkel,19,46,74,0,0,41.3,7,514035
Nuwan Kulasekara,c du Plessis b Steyn,6,11,14,1,0,54.55,8,514035
Lasith Malinga,b Peterson,1,9,22,0,0,11.11,9,514035
Ajantha Mendis,not out,3,13,26,0,0,23.08,10,514035
Dilhara Fernando,lbw b Peterson,0,1,3,0,0,0,11,514035
Upul Tharanga,c †de Villiers b M Morkel,66,85,125,6,1,77.65,1,514036
Tillakaratne Dilshan,run out (du Plessis),0,4,8,0,0,0,2,514036
Kumar Sangakkara,c †de Villiers b Tsotsobe,3,28,36,0,0,10.71,3,514036
Dinesh Chandimal,not out,92,115,179,6,0,80,4,514036
Mahela Jayawardene,c Steyn b M Morkel,19,26,39,1,0,73.08,5,514036
Nuwan Kulasekara,c Peterson b Tsotsobe,22,13,12,2,2,169.23,6,514036
Angelo Mathews,c M Morkel b Steyn,28,29,47,1,1,96.55,7,514036
Upul Tharanga,c Ingram b Peterson,58,65,90,5,2,89.23,1,514037
Tillakaratne Dilshan,c Steyn b Duminy,33,49,101,2,0,67.35,2,514037
Kumar Sangakkara,run out (du Plessis),38,37,46,3,1,102.7,3,514037
Dinesh Chandimal,c Smith b M Morkel,36,54,76,3,0,66.67,4,514037
Mahela Jayawardene,run out (Ingram),15,19,26,1,0,78.95,5,514037
Nuwan Kulasekara,b M Morkel,40,38,59,1,1,105.26,6,514037
Angelo Mathews,c Peterson b Tsotsobe,15,14,23,2,0,107.14,7,514037
Kosala Kulasekara,run out (Tsotsobe/†de Villiers),19,20,31,0,0,95,8,514037
Lasith Malinga,b Steyn,2,4,4,0,0,50,9,514037
Rangana Herath,not out,1,1,5,0,0,100,10,514037
Upul Tharanga,c †de Villiers b Tsotsobe,6,10,13,1,0,60,1,514038
Tillakaratne Dilshan,c Duminy b Tsotsobe,87,87,122,9,2,100,2,514038
Kumar Sangakkara,c Petersen b Peterson,32,31,56,2,1,103.23,3,514038
Dinesh Chandimal,b Tsotsobe,59,81,117,1,1,72.84,4,514038
Lahiru Thirimanne,c Duminy b Philander,13,15,27,0,0,86.67,5,514038
Thisara Perera,not out,69,44,75,3,5,156.82,6,514038
Angelo Mathews,not out,21,25,35,0,0,84,7,514038
Upul Tharanga,c Duminy b Tsotsobe,46,39,46,7,1,117.95,1,514039
Tillakaratne Dilshan,c †de Villiers b Tsotsobe,41,49,88,5,0,83.67,2,514039
Kumar Sangakkara,c Peterson b Duminy,102,97,163,10,0,105.15,3,514039
Dinesh Chandimal,c †de Villiers b Parnell,20,35,54,1,0,57.14,4,514039
Lahiru Thirimanne,c JA Morkel b Peterson,69,63,100,7,0,109.52,5,514039
Angelo Mathews,c Peterson b Parnell,6,5,11,1,0,120,6,514039
Thisara Perera,c du Plessis b Duminy,2,8,13,0,0,25,7,514039
Nuwan Kulasekara,b Peterson,0,1,3,0,0,0,8,514039
Rangana Herath,not out,1,1,6,0,0,100,9,514039
Sachithra Senanayake,not out,6,2,3,0,1,300,10,514039
Upul Tharanga,c Tendulkar b Khan,4,11,10,0,0,36.36,1,518957
Tillakaratne Dilshan,c Kohli b Jadeja,48,79,102,6,0,60.76,2,518957
Kumar Sangakkara,c †Dhoni b Khan,26,34,63,2,0,76.47,3,518957
Dinesh Chandimal,st †Dhoni b Ashwin,64,81,98,4,0,79.01,4,518957
Mahela Jayawardene,c Sharma b Ashwin,23,34,34,2,0,67.65,5,518957
Thisara Perera,st †Dhoni b Ashwin,7,12,20,0,0,58.33,6,518957
Angelo Mathews,not out,33,28,48,2,0,117.86,7,518957
Lahiru Thirimanne,run out (Sharma/†Dhoni),7,11,9,0,0,63.64,8,518957
Nuwan Kulasekara,c Sharma b Vinay Kumar,7,9,18,0,0,77.78,9,518957
Lasith Malinga,not out,1,1,2,0,0,100,10,518957
Upul Tharanga,c Clarke b Starc,5,13,14,1,0,38.46,1,518958
Tillakaratne Dilshan,c †Wade b Harris,40,57,91,4,0,70.18,2,518958
Kumar Sangakkara,run out (McKay),22,32,45,3,0,68.75,3,518958
Dinesh Chandimal,lbw b Clarke,37,50,64,4,0,74,4,518958
Mahela Jayawardene,c †Wade b Christian,13,13,17,1,0,100,5,518958
Lahiru Thirimanne,b Doherty,3,6,5,0,0,50,6,518958
Angelo Mathews,c Christian b Starc,64,76,101,4,1,84.21,7,518958
Nuwan Kulasekara,c †Wade b Christian,8,11,14,0,0,72.73,8,518958
Sachithra Senanayake,st †Wade b Doherty,9,24,32,0,0,37.5,9,518958
Lasith Malinga,c †Wade b McKay,1,6,9,0,0,16.67,10,518958
Dhammika Prasad,not out,15,11,30,1,0,136.36,11,518958
Upul Tharanga,c †Dhoni b Vinay Kumar,0,2,1,0,0,0,1,518960
Tillakaratne Dilshan,c †Dhoni b Pathan,16,23,33,1,1,69.57,2,518960
Kumar Sangakkara,c Gambhir b Ashwin,31,56,85,2,0,55.36,3,518960
Dinesh Chandimal,run out (Sharma/†Dhoni),81,91,118,6,1,89.01,4,518960
Mahela Jayawardene,lbw b Vinay Kumar,43,49,56,2,0,87.76,5,518960
Angelo Mathews,run out (†Dhoni),17,30,41,1,0,56.67,6,518960
Thisara Perera,c Kohli b Ashwin,5,9,8,0,0,55.56,7,518960
Nuwan Kulasekara,c Gambhir b Vinay Kumar,12,25,39,0,0,48,8,518960
Sachithra Senanayake,not out,22,14,18,3,0,157.14,9,518960
Lasith Malinga,run out (Raina/†Dhoni),0,0,1,0,0,0,10,518960
Rangana Herath,not out,1,1,1,0,0,100,11,518960
Mahela Jayawardene,not out,61,67,108,5,0,91.04,1,518961
Tillakaratne Dilshan,c DJ Hussey b McKay,45,41,50,4,1,109.76,2,518961
Kumar Sangakkara,c Doherty b Lee,30,29,41,4,1,103.45,3,518961
Dinesh Chandimal,not out,6,8,12,1,0,75,4,518961
Mahela Jayawardene,c Sehwag b Pathan,45,55,80,2,0,81.82,1,518963
Tillakaratne Dilshan,c †Patel b Ashwin,51,72,92,5,1,70.83,2,518963
Kumar Sangakkara,c Tendulkar b Yadav,8,15,30,0,0,53.33,3,518963
Dinesh Chandimal,b Pathan,38,49,68,0,0,77.55,4,518963
Lahiru Thirimanne,c Raina b Ashwin,62,62,83,6,0,100,5,518963
Angelo Mathews,not out,49,37,58,4,1,132.43,6,518963
Thisara Perera,b Raina,10,7,14,1,0,142.86,7,518963
Farveez Maharoof,not out,4,4,9,0,0,100,8,518963
Mahela Jayawardene,st †Wade b Doherty,85,81,105,6,1,104.94,1,518964
Tillakaratne Dilshan,c Forrest b Hilfenhaus,3,9,32,0,0,33.33,2,518964
Kumar Sangakkara,c Warner b Christian,22,22,24,2,0,100,3,518964
Dinesh Chandimal,lbw b Harris,80,100,119,7,0,80,4,518964
Lahiru Thirimanne,c Hilfenhaus b Christian,24,34,36,1,0,70.59,5,518964
Angelo Mathews,c Warner b Christian,24,31,55,1,0,77.42,6,518964
Farveez Maharoof,c Harris b Hilfenhaus,5,7,5,0,0,71.43,7,518964
Thisara Perera,not out,21,11,22,2,1,190.91,8,518964
Nuwan Kulasekara,not out,4,1,6,1,0,400,9,518964
Mahela Jayawardene,c Sehwag b Jadeja,22,33,50,1,1,66.67,1,518966
Tillakaratne Dilshan,not out,160,165,202,11,3,96.97,2,518966
Kumar Sangakkara,b Kumar,105,87,119,8,2,120.69,3,518966
Thisara Perera,run out (Kumar/Tendulkar),3,3,13,0,0,100,4,518966
Angelo Mathews,c Ashwin b Khan,14,10,14,1,0,140,5,518966
Dinesh Chandimal,not out,2,2,4,0,0,100,6,518966
Mahela Jayawardene,run out (DJ Hussey),5,6,8,1,0,83.33,1,518967
Tillakaratne Dilshan,c †Wade b Pattinson,9,16,22,2,0,56.25,2,518967
Kumar Sangakkara,c Forrest b Pattinson,64,93,113,3,0,68.82,3,518967
Dinesh Chandimal,c McKay b Pattinson,75,84,146,3,2,89.29,4,518967
Lahiru Thirimanne,b Pattinson,51,59,97,2,0,86.44,5,518967
Angelo Mathews,c Doherty b Christian,5,8,10,0,0,62.5,6,518967
Thisara Perera,c MEK Hussey b Christian,5,7,10,0,0,71.43,7,518967
Sachithra Senanayake,lbw b Christian,0,1,3,0,0,0,8,518967
Nuwan Kulasekara,lbw b Christian,0,1,1,0,0,0,9,518967
Rangana Herath,not out,14,21,28,0,1,66.67,10,518967
Lasith Malinga,b Christian,2,4,5,0,0,50,11,518967
Mahela Jayawardene,c †Wade b Lee,14,14,20,2,0,100,1,518968
Tillakaratne Dilshan,b Lee,27,22,33,5,0,122.73,2,518968
Kumar Sangakkara,c Watson b Lee,42,49,68,4,0,85.71,3,518968
Dinesh Chandimal,c Pattinson b DJ Hussey,14,27,30,1,0,51.85,4,518968
Lahiru Thirimanne,c †Wade b DJ Hussey,14,30,40,0,0,46.67,5,518968
Upul Tharanga,c DJ Hussey b Watson,60,67,111,3,0,89.55,6,518968
Farveez Maharoof,c Christian b DJ Hussey,8,14,13,0,0,57.14,7,518968
Nuwan Kulasekara,c Doherty b DJ Hussey,73,43,56,7,3,169.77,8,518968
Dhammika Prasad,not out,31,21,43,2,1,147.62,9,518968
Rangana Herath,c Doherty b Watson,5,5,11,0,0,100,10,518968
Lasith Malinga,c MEK Hussey b Watson,1,6,10,0,0,16.67,11,518968
Mahela Jayawardene,lbw b Pattinson,80,76,119,8,1,105.26,1,518969
Tillakaratne Dilshan,c MEK Hussey b Lee,106,119,169,10,0,89.08,2,518969
Kumar Sangakkara,not out,51,57,77,5,0,89.47,3,518969
Dinesh Chandimal,not out,17,17,28,2,0,100,4,518969
Mahela Jayawardene,b McKay,15,27,46,1,0,55.56,1,518970
Tillakaratne Dilshan,c DJ Hussey b Lee,8,8,12,2,0,100,2,518970
Kumar Sangakkara,c Watson b Lee,19,9,17,3,0,211.11,3,518970
Dinesh Chandimal,lbw b McKay,5,7,7,1,0,71.43,4,518970
Lahiru Thirimanne,c Warner b Watson,30,57,82,1,0,52.63,5,518970
Upul Tharanga,c †Wade b Watson,71,122,158,3,1,58.2,6,518970
Chamara Kapugedera,c †Wade b McKay,7,18,35,0,0,38.89,7,518970
Nuwan Kulasekara,c Lyon b Lee,15,10,14,2,0,150,8,518970
Farveez Maharoof,not out,18,24,49,1,0,75,9,518970
Rangana Herath,b McKay,0,2,2,0,0,0,10,518970
Lasith Malinga,b McKay,6,9,12,1,0,66.67,11,518970
Mahela Jayawardene,c †Dhoni b Pathan,78,59,80,10,2,132.2,1,535795
Tillakaratne Dilshan,c Kohli b Pathan,7,9,18,1,0,77.78,2,535795
Kumar Sangakkara,c Jadeja b Ashwin,65,87,130,2,1,74.71,3,535795
Dinesh Chandimal,b Ashwin,13,22,26,1,0,59.09,4,535795
Lahiru Thirimanne,lbw b Ashwin,29,37,45,0,1,78.38,5,535795
Nuwan Kulasekara,b Vinay Kumar,11,9,16,2,0,122.22,6,535795
Upul Tharanga,b Pathan,17,16,30,2,0,106.25,7,535795
Chamara Kapugedera,c Kohli b Vinay Kumar,0,1,1,0,0,0,8,535795
Farveez Maharoof,c Raina b Vinay Kumar,18,19,29,1,1,94.74,9,535795
Seekkuge Prasanna,c Tendulkar b Pathan,8,12,15,1,0,66.67,10,535795
Suranga Lakmal,not out,0,0,1,0,0,0,11,535795
Mahela Jayawardene,c Mohammad Hafeez b Aizaz Cheema,12,15,26,1,0,80,1,535796
Tillakaratne Dilshan,c Saeed Ajmal b Aizaz Cheema,20,20,39,4,0,100,2,535796
Kumar Sangakkara,b Aizaz Cheema,71,92,150,4,1,77.17,3,535796
Dinesh Chandimal,c Younis Khan b Umar Gul,0,4,7,0,0,0,4,535796
Lahiru Thirimanne,c Umar Akmal b Hammad Azam,7,18,27,0,0,38.89,5,535796
Upul Tharanga,b Saeed Ajmal,57,74,72,4,0,77.03,6,535796
Farveez Maharoof,c Misbah-ul-Haq b Saeed Ajmal,2,8,8,0,0,25,7,535796
Nuwan Kulasekara,c †Sarfaraz Ahmed b Umar Gul,4,16,12,1,0,25,8,535796
Seekkuge Prasanna,not out,5,17,23,0,0,29.41,9,535796
Lasith Malinga,b Aizaz Cheema,1,6,10,0,0,16.67,10,535796
Suranga Lakmal,c Nasir Jamshed b Saeed Ajmal,0,4,4,0,0,0,11,535796
Mahela Jayawardene,b Nazmul Hossain,5,12,17,0,0,41.67,1,535799
Tillakaratne Dilshan,b Nazmul Hossain,19,22,43,3,0,86.36,2,535799
Kumar Sangakkara,c Nazimuddin b Nazmul Hossain,6,14,14,0,0,42.86,3,535799
Chamara Kapugedera,c Shakib Al Hasan b Abdur Razzak,62,92,138,4,0,67.39,4,535799
Lahiru Thirimanne,st †Mushfiqur Rahim b Abdur Razzak,48,73,89,3,0,65.75,5,535799
Upul Tharanga,c †Mushfiqur Rahim b Shahadat Hossain,48,44,60,5,1,109.09,6,535799
Farveez Maharoof,c †Mushfiqur Rahim b Shakib Al Hasan,3,3,4,0,0,100,7,535799
Nuwan Kulasekara,lbw b Shakib Al Hasan,1,4,4,0,0,25,8,535799
Sachithra Senanayake,not out,19,21,34,3,0,90.48,9,535799
Lasith Malinga,b Mashrafe Mortaza,10,13,16,1,0,76.92,10,535799
Suranga Lakmal,run out (Jahurul Islam/†Mushfiqur Rahim),0,1,3,0,0,0,11,535799
Mahela Jayawardene,lbw b Umar Gul,3,20,31,0,0,15,1,562439
Tillakaratne Dilshan,c Saeed Ajmal b Umar Gul,5,9,18,0,0,55.56,2,562439
Kumar Sangakkara,lbw b Mohammad Sami,9,31,46,1,0,29.03,3,562439
Dinesh Chandimal,b Umar Gul,0,9,12,0,0,0,4,562439
Upul Tharanga,b Mohammad Hafeez,10,27,51,1,0,37.04,5,562439
Angelo Mathews,c Misbah-ul-Haq b Mohammad Sami,0,5,9,0,0,0,6,562439
Lahiru Thirimanne,not out,42,73,106,3,0,57.53,7,562439
Thisara Perera,lbw b Mohammad Hafeez,17,33,29,1,0,51.52,8,562439
Nuwan Kulasekara,c Sohail Tanvir b Mohammad Sami,18,46,53,0,0,39.13,9,562439
Rangana Herath,not out,0,0,1,0,0,0,10,562439
Upul Tharanga,c †Sarfaraz Ahmed b Sohail Tanvir,18,25,33,3,0,72,1,562440
Tillakaratne Dilshan,not out,119,139,210,11,1,85.61,2,562440
Kumar Sangakkara,c & b Mohammad Hafeez,18,27,40,1,0,66.67,3,562440
Dinesh Chandimal,lbw b Shahid Afridi,32,51,50,3,0,62.75,4,562440
Mahela Jayawardene,b Saeed Ajmal,53,45,62,8,0,117.78,5,562440
Thisara Perera,not out,24,14,22,2,2,171.43,6,562440
Upul Tharanga,c Younis Khan b Umar Gul,4,8,9,1,0,50,1,562442
Tillakaratne Dilshan,lbw b Mohammad Hafeez,24,47,74,2,0,51.06,2,562442
Kumar Sangakkara,c Azhar Ali b Saeed Ajmal,97,130,173,7,3,74.62,3,562442
Dinesh Chandimal,b Mohammad Hafeez,18,30,28,2,0,60,4,562442
Mahela Jayawardene,b Sohail Tanvir,40,50,72,4,0,80,5,562442
Thisara Perera,c Umar Akmal b Saeed Ajmal,8,9,15,1,0,88.89,6,562442
Angelo Mathews,not out,10,11,33,0,0,90.91,7,562442
Lahiru Thirimanne,run out (Shahid Afridi),13,9,12,1,1,144.44,8,562442
Nuwan Kulasekara,b Sohail Tanvir,3,5,7,0,0,60,9,562442
Lasith Malinga,not out,0,1,1,0,0,0,10,562442
Upul Tharanga,b Sohail Tanvir,2,16,29,0,0,12.5,1,562443
Tillakaratne Dilshan,b Sohail Tanvir,10,15,20,1,0,66.67,2,562443
Kumar Sangakkara,st †Sarfaraz Ahmed b Shahid Afridi,40,68,91,3,0,58.82,3,562443
Dinesh Chandimal,c Mohammad Sami b Mohammad Hafeez,54,74,122,4,0,72.97,4,562443
Mahela Jayawardene,c & b Shahid Afridi,0,1,1,0,0,0,5,562443
Angelo Mathews,not out,80,76,129,4,2,105.26,6,562443
Thisara Perera,run out (Imran Farhat/†Sarfaraz Ahmed),0,5,7,0,0,0,7,562443
Lahiru Thirimanne,run out (†Sarfaraz Ahmed/Mohammad Sami),11,16,27,1,0,68.75,8,562443
Jeevan Mendis,c Asad Shafiq b Sohail Tanvir,19,20,34,2,1,95,9,562443
Nuwan Kulasekara,not out,10,7,20,1,0,142.86,10,562443
Upul Tharanga,c Sehwag b Ashwin,28,47,87,2,0,59.57,1,564781
Tillakaratne Dilshan,lbw b Pathan,6,6,8,1,0,100,2,564781
Kumar Sangakkara,b Yadav,133,151,208,12,0,88.08,3,564781
Dinesh Chandimal,c †Dhoni b Yadav,13,19,25,1,0,68.42,4,564781
Mahela Jayawardene,lbw b Ojha,12,8,13,1,0,150,5,564781
Angelo Mathews,c Gambhir b Khan,7,17,31,0,0,41.18,6,564781
Lahiru Thirimanne,lbw b Ashwin,7,10,14,0,0,70,7,564781
Thisara Perera,c Kohli b Pathan,44,28,52,3,1,157.14,8,564781
Rangana Herath,run out (Raina),0,1,2,0,0,0,9,564781
Lasith Malinga,not out,19,10,14,1,2,190,10,564781
Nuwan Kulasekara,not out,1,3,7,0,0,33.33,11,564781
Upul Tharanga,not out,59,60,85,8,0,98.33,1,564782
Tillakaratne Dilshan,c †Dhoni b Ashwin,50,49,72,5,0,102.04,2,564782
Dinesh Chandimal,not out,6,10,12,1,0,60,3,564782
Upul Tharanga,c †Dhoni b Khan,8,20,24,1,0,40,1,564783
Tillakaratne Dilshan,b Khan,4,7,11,0,0,57.14,2,564783
Kumar Sangakkara,c Kohli b Dinda,73,95,160,5,0,76.84,3,564783
Dinesh Chandimal,lbw b Pathan,0,3,3,0,0,0,4,564783
Mahela Jayawardene,lbw b R Sharma,65,79,108,5,0,82.28,5,564783
Angelo Mathews,not out,71,57,94,5,1,124.56,6,564783
Jeevan Mendis,not out,45,40,60,3,1,112.5,7,564783
Upul Tharanga,st †Dhoni b Ashwin,51,73,97,4,1,69.86,1,564784
Tillakaratne Dilshan,c †Dhoni b Dinda,42,48,84,7,0,87.5,2,564784
Lahiru Thirimanne,b Ashwin,47,69,105,0,0,68.12,3,564784
Dinesh Chandimal,c Pathan b Tiwary,28,32,36,2,0,87.5,4,564784
Mahela Jayawardene,c †Dhoni b Sehwag,3,3,4,0,0,100,5,564784
Angelo Mathews,c Kohli b Tiwary,14,34,27,1,0,41.18,6,564784
Jeevan Mendis,b Tiwary,17,16,14,2,0,106.25,7,564784
Thisara Perera,c Raina b Tiwary,2,3,3,0,0,66.67,8,564784
Rangana Herath,not out,17,15,15,1,1,113.33,9,564784
Lasith Malinga,not out,15,7,11,0,2,214.29,10,564784
Upul Tharanga,c Rahane b Pathan,31,21,37,4,0,147.62,1,564785
Tillakaratne Dilshan,c Khan b Pathan,0,3,7,0,0,0,2,564785
Lahiru Thirimanne,run out (Kohli/Khan/†Dhoni),77,96,135,5,3,80.21,3,564785
Dinesh Chandimal,lbw b Dinda,8,8,11,2,0,100,4,564785
Angelo Mathews,run out (Tiwary),13,16,14,2,0,81.25,5,564785
Chamara Kapugedera,lbw b Khan,9,7,10,1,0,128.57,6,564785
Jeevan Mendis,c †Dhoni b Pathan,72,88,103,6,0,81.82,7,564785
Thisara Perera,c Kohli b Pathan,18,19,31,2,0,94.74,8,564785
Sachithra Senanayake,b Pathan,7,7,12,0,0,100,9,564785
Lasith Malinga,c Raina b Dinda,10,9,14,2,0,111.11,10,564785
Nuwan Pradeep,not out,0,0,5,0,0,0,11,564785
Upul Tharanga,c †Watling b Mills,6,11,19,1,0,54.55,1,582188
Tillakaratne Dilshan,c Williamson b McCullum,37,51,81,5,0,72.55,2,582188
Kumar Sangakkara,c Nicol b Boult,11,13,13,2,0,84.62,3,582188
Mahela Jayawardene,not out,43,49,67,5,0,87.76,4,582188
Angelo Mathews,not out,7,13,18,0,0,53.85,5,582188
Upul Tharanga,c Oram b Southee,10,13,20,2,0,76.92,1,582189
Tillakaratne Dilshan,not out,102,95,148,12,1,107.37,2,582189
Kumar Sangakkara,c Taylor b Mills,15,27,37,0,0,55.56,3,582189
Mahela Jayawardene,c Oram b NL McCullum,5,6,10,0,0,83.33,4,582189
Angelo Mathews,not out,54,47,82,7,0,114.89,5,582189
Upul Tharanga,c Nicol b Southee,27,28,37,4,0,96.43,1,582190
Dinesh Chandimal,b Boult,43,65,112,4,0,66.15,2,582190
Kumar Sangakkara,not out,42,55,97,5,1,76.36,3,582190
Lahiru Thirimanne,c †Watling b Ellis,0,8,16,0,0,0,4,582190
Angelo Mathews,not out,2,4,7,0,0,50,5,582190
Upul Tharanga,c †Watling b Southee,60,94,129,8,0,63.83,1,582191
Dinesh Chandimal,b Southee,0,1,6,0,0,0,2,582191
Lahiru Thirimanne,c †Watling b Southee,17,15,21,3,0,113.33,3,582191
Angelo Mathews,c Southee b Boult,0,4,5,0,0,0,4,582191
Kumar Sangakkara,c †Watling b Milne,5,16,26,0,0,31.25,5,582191
Mahela Jayawardene,run out (NL McCullum),24,26,48,2,0,92.31,6,582191
Jeevan Mendis,c Taylor b Ellis,0,4,4,0,0,0,7,582191
Thisara Perera,c Milne b Ellis,11,10,16,2,0,110,8,582191
Shaminda Eranga,not out,0,1,4,0,0,0,9,582191
Upul Tharanga,c †Haddin b Starc,1,8,12,0,0,12.5,1,573014
Tillakaratne Dilshan,run out (Khawaja),51,70,104,4,0,72.86,2,573014
Mahela Jayawardene,c Finch b McKay,5,9,10,1,0,55.56,3,573014
Dinesh Chandimal,c †Haddin b McKay,73,95,128,7,1,76.84,4,573014
Angelo Mathews,run out (Maxwell),12,14,17,0,0,85.71,5,573014
Lahiru Thirimanne,run out (Maxwell/†Haddin),0,0,1,0,0,0,6,573014
Jeevan Mendis,c Bailey b Johnson,20,18,23,1,1,111.11,7,573014
Thisara Perera,c Bailey b Johnson,4,8,24,0,0,50,8,573014
Nuwan Kulasekara,c Bailey b McKay,18,15,27,3,0,120,9,573014
Lasith Malinga,not out,1,2,8,0,0,50,10,573014
Ajantha Mendis,c †Haddin b McKay,0,1,1,0,0,0,11,573014
Upul Tharanga,c †Haddin b McKay,0,3,3,0,0,0,1,573015
Tillakaratne Dilshan,c Maxwell b Cutting,51,88,148,4,0,57.95,2,573015
Lahiru Thirimanne,not out,102,134,169,12,0,76.12,3,573015
Kusal Perera,not out,14,16,24,1,1,87.5,4,573015
Mahela Jayawardene,c Warner b McKay,1,5,4,0,0,20,1,573016
Tillakaratne Dilshan,c Clarke b Johnson,22,33,44,3,0,66.67,2,573016
Lahiru Thirimanne,c Warner b Johnson,7,24,48,1,0,29.17,3,573016
Kusal Perera,not out,22,28,50,4,0,78.57,4,573016
Angelo Mathews,c Starc b Johnson,0,1,1,0,0,0,5,573016
Upul Tharanga,c Clarke b Starc,12,15,20,2,0,80,6,573016
Jeevan Mendis,c McKay b Starc,2,13,16,0,0,15.38,7,573016
Thisara Perera,not out,4,2,2,1,0,200,8,573016
Mahela Jayawardene,not out,4,11,16,0,0,36.36,1,573017
Tillakaratne Dilshan,not out,9,9,16,1,0,100,2,573017
Mahela Jayawardene,c Starc b Doherty,38,39,55,6,0,97.44,1,573018
Tillakaratne Dilshan,c †Wade b Henriques,19,48,79,0,0,39.58,2,573018
Lahiru Thirimanne,c Hussey b Doherty,1,10,10,0,0,10,3,573018
Dinesh Chandimal,b Doherty,6,19,21,1,0,31.58,4,573018
Angelo Mathews,c Bailey b Johnson,67,79,122,7,0,84.81,5,573018
Kusal Perera,c Warner b Johnson,14,30,43,1,0,46.67,6,573018
Jeevan Mendis,b Henriques,26,40,61,2,1,65,7,573018
