Score;Wickets;Overs;RPO;Target;Inning;Result;Opposition;Ground;Date;Match_Id;URL_Text;Batting_Session;Bowling_Session;Venue;Toss_Won;Toss;Series;Season;Player Of The Match;Match number;Hours of play (local time);Match days;ODI debut;Umpires;TV Umpire;Reserve Umpire;Match Referee;Points;Player Of The Series;Series result;LIST-A debut
256;8;50.0;5.12;;1;won;England;Chester-le-Street;25 May 2014;667891;ODI # 3493;10.30-14.00;14.45-18.15;Riverside Ground, Chester-le-Street;False;England, elected to field first;Sri Lanka tour of England and Ireland;2014;Tillakaratne Dilshan;ODI No. 3493;10.30 start, First Session 10.30-14.00, Interval 14.00-14.45, Second Session 14.45-18.15;25 May 2014 - day match (50-over match);;Marais ErasmusTim Robinson;Chris Gaffaney;Michael Gough;Jeff Crowe;;;5-match series level 1-1 ;
67;10;24.0;2.79;;1;lost;England;Manchester;28 May 2014;667893;ODI # 3494;14.00-17.30;18.15-21.45;Old Trafford, Manchester;False;England, elected to field first;Sri Lanka tour of England and Ireland;2014;Chris Jordan;ODI No. 3494;14.00 start, First Session 14.00-17.30, Interval 17.30-18.15, Second Session 18.15-21.45;28 May 2014 - daynight match (50-over match);;Chris GaffaneyMichael Gough;Marais Erasmus;Tim Robinson;Jeff Crowe;;;England led the 5-match series 2-1 ;
300;9;50.0;6.00;;1;won;England;Lord's;31 May 2014;667895;ODI # 3495;10.30-14.00;14.45-18.15;Lord's, London;False;England, elected to field first;Sri Lanka tour of England and Ireland;2014;Jos Buttler;ODI No. 3495;10.30 start, First Session 10.30-14.00, Interval 14.00-14.45, Second Session 14.45-18.15;31 May 2014 - day match (50-over match);;Ian GouldMarais Erasmus;Chris Gaffaney;Rob Bailey;Jeff Crowe;;;5-match series level 2-2 ;
222;4;48.2;4.59;220;2;won;England;Birmingham;3 Jun 2014;667897;ODI # 3496;18.15-21.45;14.00-17.30;Edgbaston, Birmingham;False;England, elected to bat first;Sri Lanka tour of England and Ireland;2014;Lahiru Thirimanne;ODI No. 3496;14.00 start, First Session 14.00-17.30, Interval 17.30-18.15, Second Session 18.15-21.45;3 June 2014 - daynight match (50-over match);;Chris GaffaneyMichael Gough;Marais Erasmus;Richard Illingworth;Jeff Crowe;;Lasith Malinga;Sri Lanka won the 5-match series 3-2 ;
229;10;40.3;5.65;305;2;lost;South Africa;Colombo (RPS);6 Jul 2014;730083;ODI # 3500;14.15-17.45;10.00-13.30;R.Premadasa Stadium, Khettarama, Colombo;False;South Africa, elected to bat first;South Africa tour of Sri Lanka;2014;Hashim Amla;ODI No. 3500;10.00 start, First Session 10.00-13.30, Interval 13.30-14.15, Second Session 14.15-17.45;6 July 2014 - day match (50-over match);;Ranmore MartineszSteve Davis;Nigel Llong;Raveendra Wimalasiri;Jeff Crowe;;;South Africa led the 3-match series 1-0 ;
267;10;49.2;5.41;;1;won;South Africa;Pallekele;9 Jul 2014;730085;ODI # 3501;14.30-18.00;18.45-22.15;Pallekele International Cricket Stadium;True;Sri Lanka, elected to bat first;South Africa tour of Sri Lanka;2014;Tillakaratne Dilshan;ODI No. 3501;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;9 July 2014 - daynight match (50-over match);;Nigel LlongRuchira Palliyaguruge;Steve Davis;Raveendra Wimalasiri;Jeff Crowe;;;3-match series level 1-1 ;
257;10;44.3;5.77;340;2;lost;South Africa;Hambantota;12 Jul 2014;730087;ODI # 3502;14.15-17.45;10.00-13.30;Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota;False;South Africa, elected to bat first;South Africa tour of Sri Lanka;2014;AB de Villiers;ODI No. 3502;10.00 start, First Session 10.00-13.30, Interval 13.30-14.15, Second Session 14.15-17.45;12 July 2014 - day match (50-over match);;Ranmore MartineszSteve Davis;Nigel Llong;Ruchira Palliyaguruge;Jeff Crowe;;Hashim Amla;South Africa won the 3-match series 2-1 ;
275;7;45.0;6.11;;1;lost;Pakistan;Hambantota;23 Aug 2014;745159;ODI # 3512;10.00-13.30;14.15-17.45;Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota;False;Pakistan, elected to field first;Pakistan tour of Sri Lanka;2014;Sohaib Maqsood;ODI No. 3512;10.00 start, First Session 10.00-13.30, Interval 13.30-14.15, Second Session 14.15-17.45;23 August 2014 - day match (50-over match);;Ruchira PalliyagurugeSundaram Ravi;Steve Davis;Raveendra Wimalasiri;Andy Pycroft;;;Pakistan led the 3-match series 1-0 ;
310;9;50.0;6.20;;1;won;Pakistan;Hambantota;26 Aug 2014;745161;ODI # 3515;14.30-18.00;18.45-22.15;Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota;True;Sri Lanka, elected to bat first;Pakistan tour of Sri Lanka;2014;Thisara Perera;ODI No. 3515;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;26 August 2014 - daynight match (50-over match);;Ranmore MartineszSteve Davis;Sundaram Ravi;Raveendra Wimalasiri;Andy Pycroft;;;3-match series level 1-1 ;
104;3;18.2;5.67;101;2;won;Pakistan;Dambulla;30 Aug 2014;745163;ODI # 3519;14.15-17.45;10.00-13.30;Rangiri Dambulla International Stadium;False;Pakistan, elected to bat first;Pakistan tour of Sri Lanka;2014;Thisara Perera;ODI No. 3519;10.00 start, First Session 10.00-13.30, Interval 13.30-14.15, Second Session 14.15-17.45;30 August 2014 - day match (50-over match);;Ruchira PalliyagurugeSundaram Ravi;Steve Davis;Ranmore Martinesz;Andy Pycroft;;Thisara Perera;Sri Lanka won the 3-match series 2-1 ;
194;10;39.2;4.93;364;2;lost;India;Cuttack;2 Nov 2014;792289;ODI # 3539;17.45-21.15;13.30-17.00;Barabati Stadium, Cuttack;True;Sri Lanka, elected to field first;Sri Lanka tour of India;2014/15;Ajinkya Rahane;ODI No. 3539;13.30 start, First Session 13.30-17.00, Interval 17.00-17.45, Second Session 17.45-21.15;2 November 2014 - daynight match (50-over match);Lahiru Gamage;Bruce OxenfordVineet Kulkarni;Chettithody Shamshuddin;Pashchim Pathak;David Boon;;;India led the 5-match series 1-0 ;
274;8;50.0;5.48;;1;lost;India;Ahmedabad;6 Nov 2014;792291;ODI # 3540;13.30-17.00;17.45-21.15;Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad;True;Sri Lanka, elected to bat first;Sri Lanka tour of India;2014/15;Ambati Rayudu;ODI No. 3540;13.30 start, First Session 13.30-17.00, Interval 17.00-17.45, Second Session 17.45-21.15;6 November 2014 - daynight match (50-over match);;Bruce OxenfordVineet Kulkarni;Chettithody Shamshuddin;Krishnaraj Srinath;David Boon;;;India led the 5-match series 2-0 ;
242;10;48.2;5.00;;1;lost;India;Hyderabad (Deccan);9 Nov 2014;792293;ODI # 3543;13.30-17.00;17.45-21.15;Rajiv Gandhi International Stadium, Uppal, Hyderabad;True;Sri Lanka, elected to bat first;Sri Lanka tour of India;2014/15;Mahela Jayawardene;ODI No. 3543;13.30 start, First Session 13.30-17.00, Interval 17.00-17.45, Second Session 17.45-21.15;9 November 2014 - daynight match (50-over match);;Bruce OxenfordVineet Kulkarni;Anil Chaudhary;Krishnamachari Bharatan;David Boon;;;India led the 5-match series 3-0 ;
251;10;43.1;5.81;405;2;lost;India;Kolkata;13 Nov 2014;792295;ODI # 3544;17.45-21.15;13.30-17.00;Eden Gardens, Kolkata;False;India, elected to bat first;Sri Lanka tour of India;2014/15;Rohit Sharma;ODI No. 3544;13.30 start, First Session 13.30-17.00, Interval 17.00-17.45, Second Session 17.45-21.15;13 November 2014 - daynight match (50-over match);Karn Sharma;Bruce OxenfordSundaram Ravi;Anil Chaudhary;Anil Dandekar;David Boon;;;India led the 5-match series 4-0 ;
286;8;50.0;5.72;;1;lost;India;Ranchi;16 Nov 2014;792297;ODI # 3547;13.30-17.00;17.45-21.15;JSCA International Stadium Complex, Ranchi;True;Sri Lanka, elected to bat first;Sri Lanka tour of India;2014/15;Angelo Mathews;ODI No. 3547;13.30 start, First Session 13.30-17.00, Interval 17.00-17.45, Second Session 17.45-21.15;16 November 2014 - daynight match (50-over match);Kedar JadhavNiroshan Dickwella;Bruce OxenfordSundaram Ravi;Anil Chaudhary;Nand Kishore;David Boon;;Virat Kohli;India won the 5-match series 5-0 ;
317;6;50.0;6.34;;1;won;England;Colombo (RPS);26 Nov 2014;750663;ODI # 3554;14.30-18.00;18.45-22.15;R.Premadasa Stadium, Khettarama, Colombo;False;England, elected to field first;England tour of Sri Lanka;2014/15;Tillakaratne Dilshan;ODI No. 3554;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;26 November 2014 - daynight match (50-over match);;Ruchira PalliyagurugeSimon Fry;Steve Davis;Raveendra Wimalasiri;David Boon;;;Sri Lanka led the 7-match series 1-0 ;
186;2;34.2;5.41;186;2;won;England;Colombo (RPS);29 Nov 2014;750665;ODI # 3557;14.15-17.45;10.00-13.30;R.Premadasa Stadium, Khettarama, Colombo;False;England, elected to bat first;England tour of Sri Lanka;2014/15;Mahela Jayawardene;ODI No. 3557;10.00 start, First Session 10.00-13.30 Interval 13.30-14.15, Second Session 14.15-17.45;29 November 2014 - day match (50-over match);;Raveendra WimalasiriSteve Davis;Simon Fry;Ruchira Palliyaguruge;David Boon;;;Sri Lanka led the 7-match series 2-0 ;
242;8;35.0;6.91;;1;lost;England;Hambantota;3 Dec 2014;750667;ODI # 3561;14.30-18.00;18.45-22.15;Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota;True;Sri Lanka, elected to bat first;England tour of Sri Lanka;2014/15;Jos Buttler;ODI No. 3561;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;3 December 2014 - daynight match (50-over match);;Ruchira PalliyagurugeSimon Fry;Steve Davis;Raveendra Wimalasiri;David Boon;;;Sri Lanka led the 7-match series 2-1 ;
267;4;49.4;5.37;266;2;won;England;Colombo (RPS);7 Dec 2014;750669;ODI # 3563;14.15-17.45;10.00-13.30;R.Premadasa Stadium, Khettarama, Colombo;False;England, elected to bat first;England tour of Sri Lanka;2014/15;Kumar Sangakkara;ODI No. 3563;10.00 start, First Session 10.00-13.30 Interval 13.30-14.15, Second Session 14.15-17.45;7 December 2014 - day match (50-over match);;Ranmore MartineszSteve Davis;Simon Fry;Raveendra Wimalasiri;David Boon;;;Sri Lanka led the 7-match series 3-1 ;
239;10;49.0;4.87;;1;lost;England;Pallekele;10 Dec 2014;750671;ODI # 3565;14.30-18.00;18.45-22.15;Pallekele International Cricket Stadium;False;England, elected to field first;England tour of Sri Lanka;2014/15;Joe Root;ODI No. 3565;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;10,11 December 2014 - daynight match (50-over match);;Rod TuckerRuchira Palliyaguruge;Bruce Oxenford;Ranmore Martinesz;David Boon;;;Sri Lanka led the 7-match series 3-2 ;
292;7;50.0;5.84;;1;won;England;Pallekele;13 Dec 2014;750673;ODI # 3567;10.00-13.30;14.15-17.45;Pallekele International Cricket Stadium;True;Sri Lanka, elected to bat first;England tour of Sri Lanka;2014/15;Kumar Sangakkara;ODI No. 3567;10.00 start, First Session 10.00-13.30 Interval 13.30-14.15, Second Session 14.15-17.45;13 December 2014 - day match (50-over match);;Bruce OxenfordRanmore Martinesz;Rod Tucker;Raveendra Wimalasiri;David Boon;;;Sri Lanka led the 7-match series 4-2 ;
302;6;50.0;6.04;;1;won;England;Colombo (RPS);16 Dec 2014;750675;ODI # 3569;14.30-18.00;18.45-22.15;R.Premadasa Stadium, Khettarama, Colombo;True;Sri Lanka, elected to bat first;England tour of Sri Lanka;2014/15;Tillakaratne Dilshan;ODI No. 3569;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;16 December 2014 - daynight match (50-over match);;Ranmore MartineszRod Tucker;Bruce Oxenford;Raveendra Wimalasiri;David Boon;;Tillakaratne Dilshan;Sri Lanka won the 7-match series 5-2 ;
218;9;50.0;4.36;;1;lost;New Zealand;Christchurch;11 Jan 2015;749781;ODI # 3574;11.00-14.30;15.15-18.45;Hagley Oval, Christchurch;True;Sri Lanka, elected to bat first;Sri Lanka in New Zealand ODI Series;2014/15;Corey Anderson;ODI No. 3574;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;11 January 2015 - day match (50-over match);;Chris GaffaneyNigel Llong;Ian Gould;Billy Bowden;Javagal Srinath;;;New Zealand led the 7-match series 1-0 ;
252;4;47.4;5.28;249;2;won;New Zealand;Hamilton;15 Jan 2015;749783;ODI # 3577;18.15-21.45;14.00-17.30;Seddon Park, Hamilton;False;New Zealand, elected to bat first;Sri Lanka in New Zealand ODI Series;2014/15;Tillakaratne Dilshan;ODI No. 3577;14.00 start, First Session 14.00-17.30, Interval 17.30-18.15, Second Session 18.15-21.45;15 January 2015 - daynight match (50-over match);;Chris GaffaneyIan Gould;Nigel Llong;Billy Bowden;Javagal Srinath;;;7-match series level 1-1 ;
DNB;0;0.0;-;;0;n/r;New Zealand;Auckland;17 Jan 2015;749785;ODI # 3580;18.15-21.45;14.00-17.30;Eden Park, Auckland;True;Sri Lanka, elected to field first;Sri Lanka in New Zealand ODI Series;2014/15;;ODI No. 3580;14.00 start, First Session 14.00-17.30, Interval 17.30-18.15, Second Session 18.15-21.45;17 January 2015 - daynight match (50-over match);;Billy BowdenNigel Llong;Ian Gould;Phil Jones;Javagal Srinath;;;7-match series level 1-1 ;
276;10;49.3;5.57;;1;lost;New Zealand;Nelson;20 Jan 2015;749787;ODI # 3585;11.00-14.30;15.15-18.45;Saxton Oval, Nelson;True;Sri Lanka, elected to bat first;Sri Lanka in New Zealand ODI Series;2014/15;Kane Williamson;ODI No. 3585;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;20 January 2015 - day match (50-over match);;Derek WalkerIan Gould;Nigel Llong;Chris Gaffaney;Javagal Srinath;;;New Zealand led the 7-match series 2-1 ;
252;10;43.4;5.77;361;2;lost;New Zealand;Dunedin;23 Jan 2015;749789;ODI # 3588;15.15-18.45;11.00-14.30;University Oval, Dunedin;True;Sri Lanka, elected to field first;Sri Lanka in New Zealand ODI Series;2014/15;Grant ElliottLuke Ronchi;ODI No. 3588;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;23 January 2015 - day match (50-over match);;Chris GaffaneyNigel Llong;Ian Gould;Derek Walker;Javagal Srinath;;;New Zealand led the 7-match series 3-1 ;
195;10;40.3;4.81;316;2;lost;New Zealand;Dunedin;25 Jan 2015;749791;ODI # 3590;15.15-18.45;11.00-14.30;University Oval, Dunedin;False;New Zealand, elected to bat first;Sri Lanka in New Zealand ODI Series;2014/15;Corey Anderson;ODI No. 3590;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;25 January 2015 - day match (50-over match);;Derek WalkerMichael Gough;Rod Tucker;Chris Gaffaney;Javagal Srinath;;;New Zealand led the 7-match series 4-1 ;
287;6;50.0;5.74;;1;won;New Zealand;Wellington;29 Jan 2015;749793;ODI # 3594;14.00-17.30;18.15-21.45;Westpac Stadium, Wellington;True;Sri Lanka, elected to bat first;Sri Lanka in New Zealand ODI Series;2014/15;Kumar Sangakkara;ODI No. 3594;14.00 start, First Session 14.00-17.30, Interval 17.30-18.15, Second Session 18.15-21.45;29 January 2015 - daynight match (50-over match);Dushmantha Chameera;Chris GaffaneyRod Tucker;Michael Gough;Derek Walker;Javagal Srinath;;Kane Williamson;New Zealand won the 7-match series 4-2 ;
233;10;46.1;5.04;332;2;lost;New Zealand;Christchurch;14 Feb 2015;656399;ODI # 3599;15.15-18.45;11.00-14.30;Hagley Oval, Christchurch;True;Sri Lanka, elected to field first;ICC Cricket World Cup;2014/15;Corey Anderson;ODI No. 3599;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;14 February 2015 - day match (50-over match);;Marais ErasmusNigel Llong;Sundaram Ravi;Simon Fry;David Boon;New Zealand 2, Sri Lanka 0;;;
236;6;48.2;4.88;233;2;won;Afghanistan;Dunedin;22 Feb 2015;656421;ODI # 3609;15.15-18.45;11.00-14.30;University Oval, Dunedin;True;Sri Lanka, elected to field first;ICC Cricket World Cup;2014/15;Mahela Jayawardene;ODI No. 3609;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;22 February 2015 - day match (50-over match);;Chris GaffaneyRichard Illingworth;Johan Cloete;Bruce Oxenford;Chris Broad;Sri Lanka 2, Afghanistan 0;;;
332;1;50.0;6.64;;1;won;Bangladesh;Melbourne;26 Feb 2015;656433;ODI # 3615;14.30-18.00;18.45-22.15;Melbourne Cricket Ground;True;Sri Lanka, elected to bat first;ICC Cricket World Cup;2014/15;Tillakaratne Dilshan;ODI No. 3615;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;26 February 2015 - daynight match (50-over match);;Aleem DarPaul Reiffel;Richard Kettleborough;Joel Wilson;Jeff Crowe;Sri Lanka 2, Bangladesh 0;;;
312;1;47.2;6.59;310;2;won;England;Wellington;1 Mar 2015;656441;ODI # 3619;15.15-18.45;11.00-14.30;Westpac Stadium, Wellington;False;England, elected to bat first;ICC Cricket World Cup;2014/15;Kumar Sangakkara;ODI No. 3619;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;1 March 2015 - day match (50-over match);;Bruce OxenfordRod Tucker;Chris Gaffaney;Simon Fry;David Boon;Sri Lanka 2, England 0;;;
312;10;46.2;6.73;377;2;lost;Australia;Sydney;8 Mar 2015;656461;ODI # 3629;18.45-22.15;14.30-18.00;Sydney Cricket Ground;False;Australia, elected to bat first;ICC Cricket World Cup;2014/15;Glenn Maxwell;ODI No. 3629;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;8 March 2015 - daynight match (50-over match);;Aleem DarIan Gould;Richard Illingworth;Michael Gough;Jeff Crowe;Australia 2, Sri Lanka 0;;;
363;9;50.0;7.26;;1;won;Scotland;Hobart;11 Mar 2015;656467;ODI # 3632;14.30-18.00;18.45-22.15;Bellerive Oval, Hobart;True;Sri Lanka, elected to bat first;ICC Cricket World Cup;2014/15;Kumar Sangakkara;ODI No. 3632;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;11 March 2015 - daynight match (50-over match);;Joel WilsonRichard Illingworth;Michael Gough;Ian Gould;Jeff Crowe;Sri Lanka 2, Scotland 0;;;
133;10;37.2;3.56;;1;lost;South Africa;Sydney;18 Mar 2015;656483;ODI # 3640;14.30-18.00;18.45-22.15;Sydney Cricket Ground;True;Sri Lanka, elected to bat first;ICC Cricket World Cup;2014/15;Imran Tahir;ODI No. 3640;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;18 March 2015 - daynight match (50-over match);Tharindu Kaushal;Nigel LlongRod Tucker;Richard Kettleborough;Bruce Oxenford;David Boon;;;South Africa advanced ;
255;8;50.0;5.10;;1;lost;Pakistan;Dambulla;11 Jul 2015;860269;ODI # 3664;10.00-13.30;14.15-17.45;Rangiri Dambulla International Stadium;False;Pakistan, elected to field first;Pakistan tour of Sri Lanka;2015;Mohammad Hafeez;ODI No. 3664;10.00 start, First Session 10.00-13.30 Interval 13.30-14.15, Second Session 14.15-17.45;11 July 2015 - day match (50-over match);Milinda Siriwardana;Ian GouldRanmore Martinesz;Rod Tucker;Raveendra Wimalasiri;Javagal Srinath;;;Pakistan led the 5-match series 1-0 ;
288;8;48.1;5.97;288;2;won;Pakistan;Pallekele;15 Jul 2015;860271;ODI # 3669;18.45-22.15;14.30-18.00;Pallekele International Cricket Stadium;False;Pakistan, elected to bat first;Pakistan tour of Sri Lanka;2015;Kusal Perera;ODI No. 3669;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;15 July 2015 - daynight match (50-over match);Sachith Pathirana;Ranmore MartineszRod Tucker;Ian Gould;Raveendra Wimalasiri;Javagal Srinath;;;5-match series level 1-1 ;
181;10;41.1;4.39;317;2;lost;Pakistan;Colombo (RPS);19 Jul 2015;860273;ODI # 3670;18.45-22.15;14.30-18.00;R.Premadasa Stadium, Khettarama, Colombo;False;Pakistan, elected to bat first;Pakistan tour of Sri Lanka;2015;Sarfaraz Ahmed;ODI No. 3670;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;19 July 2015 - daynight match (50-over match);Imad Wasim;Ian GouldRaveendra Wimalasiri;Rod Tucker;Ranmore Martinesz;Javagal Srinath;;;Pakistan led the 5-match series 2-1 ;
256;9;50.0;5.12;;1;lost;Pakistan;Colombo (RPS);22 Jul 2015;860275;ODI # 3671;14.30-18.00;18.45-22.15;R.Premadasa Stadium, Khettarama, Colombo;True;Sri Lanka, elected to bat first;Pakistan tour of Sri Lanka;2015;Ahmed Shehzad;ODI No. 3671;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;22 July 2015 - daynight match (50-over match);;Raveendra WimalasiriRod Tucker;Ian Gould;Ranmore Martinesz;Javagal Srinath;;;Pakistan led the 5-match series 3-1 ;
368;4;50.0;7.36;;1;won;Pakistan;Hambantota;26 Jul 2015;860277;ODI # 3672;14.30-18.00;18.45-22.15;Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota;True;Sri Lanka, elected to bat first;Pakistan tour of Sri Lanka;2015;Kusal Perera;ODI No. 3672;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;26 July 2015 - daynight match (50-over match);;Ian GouldRanmore Martinesz;Rod Tucker;Raveendra Wimalasiri;Javagal Srinath;;Mohammad Hafeez;Pakistan won the 5-match series 3-2 ;
164;9;24.5;6.60;163;2;won;West Indies;Colombo (RPS);1 Nov 2015;915777;ODI # 3701;18.45-22.15;14.30-18.00;R.Premadasa Stadium, Khettarama, Colombo;True;Sri Lanka, elected to field first;West Indies tour of Sri Lanka;2015/16;Tillakaratne Dilshan;ODI No. 3701;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;1 November 2015 - daynight match (50-over match);Danushka GunathilakaShehan Jayasuriya;Michael GoughRuchira Palliyaguruge;Rod Tucker;Ranmore Martinesz;David Boon;;;Sri Lanka led the 3-match series 1-0 ;
225;2;36.3;6.16;225;2;won;West Indies;Colombo (RPS);4 Nov 2015;915779;ODI # 3702;18.45-22.15;14.30-18.00;R.Premadasa Stadium, Khettarama, Colombo;False;West Indies, elected to bat first;West Indies tour of Sri Lanka;2015/16;Kusal Perera;ODI No. 3702;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;4 November 2015 - daynight match (50-over match);Jermaine Blackwood;Ranmore MartineszRod Tucker;Michael Gough;Raveendra Wimalasiri;David Boon;;;Sri Lanka led the 3-match series 2-0 ;
180;5;32.3;5.53;162;2;won;West Indies;Pallekele;7 Nov 2015;915781;ODI # 3704;18.45-22.15;14.30-18.00;Pallekele International Cricket Stadium;True;Sri Lanka, elected to field first;West Indies tour of Sri Lanka;2015/16;Marlon Samuels;ODI No. 3704;14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15;7 November 2015 - daynight match (50-over match);;Michael GoughRaveendra Wimalasiri;Rod Tucker;Ruchira Palliyaguruge;David Boon;;Kusal Perera;Sri Lanka won the 3-match series 3-0 ;
188;10;47.0;4.00;;1;lost;New Zealand;Christchurch;26 Dec 2015;914207;ODI # 3714;11.00-14.30;15.15-18.45;Hagley Oval, Christchurch;True;Sri Lanka, elected to bat first;Sri Lanka tour of New Zealand;2015/16;Matt Henry;ODI No. 3714;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;26 December 2015 - day match (50-over match);Henry Nicholls;Michael GoughPhil Jones;Richard Illingworth;Derek Walker;Andy Pycroft;;;New Zealand led the 5-match series 1-0 ;
117;10;27.4;4.22;;1;lost;New Zealand;Christchurch;28 Dec 2015;914209;ODI # 3715;11.00-14.30;15.15-18.45;Hagley Oval, Christchurch;True;Sri Lanka, elected to bat first;Sri Lanka tour of New Zealand;2015/16;Martin Guptill;ODI No. 3715;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;28 December 2015 - day match (50-over match);Jeffrey Vandersay;Derek WalkerRichard Illingworth;Michael Gough;Phil Jones;Andy Pycroft;;;New Zealand led the 5-match series 2-0 ;
277;2;46.2;5.97;277;2;won;New Zealand;Nelson;31 Dec 2015;914211;ODI # 3717;15.15-18.45;11.00-14.30;Saxton Oval, Nelson;False;New Zealand, elected to bat first;Sri Lanka tour of New Zealand;2015/16;Danushka Gunathilaka;ODI No. 3717;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;31 December 2015 - day match (50-over match);;Billy BowdenMichael Gough;Richard Illingworth;Derek Walker;Andy Pycroft;;;New Zealand led the 5-match series 2-1 ;
DNB;0;0.0;-;;0;n/r;New Zealand;Nelson;2 Jan 2016;914213;ODI # 3718;15.15-18.45;11.00-14.30;Saxton Oval, Nelson;True;Sri Lanka, elected to field first;Sri Lanka tour of New Zealand;2015/16;;ODI No. 3718;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;2 January 2016 - day match (50-over match);;Billy BowdenRichard Illingworth;Michael Gough;Derek Walker;Andy Pycroft;;;New Zealand led the 5-match series 2-1 ;
258;10;47.1;5.46;295;2;lost;New Zealand;Mount Maunganui;5 Jan 2016;914215;ODI # 3721;15.15-18.45;11.00-14.30;Bay Oval, Mount Maunganui;True;Sri Lanka, elected to field first;Sri Lanka tour of New Zealand;2015/16;Matt Henry;ODI No. 3721;11.00 start, First Session 11.00-14.30 Interval 14.30-15.15, Second Session 15.15-18.45;5 January 2016 - day match (50-over match);;Billy BowdenMichael Gough;Richard Illingworth;Phil Jones;Andy Pycroft;;;New Zealand won the 5-match series 3-1 ;
303;7;50.0;6.06;;1;won;Ireland;Dublin (Malahide);16 Jun 2016;913619;ODI # 3748;10.45-14.15;15.00-18.30;The Village, Malahide, Dublin;False;Ireland, elected to field first;Sri Lanka tour of England and Ireland;2016;;ODI No. 3748;10.45 start, First Session 10.45-14.15, Interval 14.15-15.00, Second Session 15.00-18.30;16 June 2016 - day match (50-over match);Barry McCarthyDasun ShanakaDhananjaya de SilvaKusal Mendis;Mark HawthornePaul Reiffel;Bruce Oxenford;Alan Neill;David Boon;;;Sri Lanka led the 2-match series 1-0 ;Barry McCarthy
377;8;50.0;7.54;;1;won;Ireland;Dublin (Malahide);18 Jun 2016;913621;ODI # 3749;10.45-14.15;15.00-18.30;The Village, Malahide, Dublin;False;Ireland, elected to field first;Sri Lanka tour of England and Ireland;2016;;ODI No. 3749;10.45 start, First Session 10.45-14.15, Interval 14.15-15.00, Second Session 15.00-18.30;18 June 2016 - day match (50-over match);;Bruce OxenfordMark Hawthorne;Paul Reiffel;Roly Black;David Boon;;Dasun Shanaka;Sri Lanka won the 2-match series 2-0 ;
286;9;50.0;5.72;;1;tied;England;Nottingham;21 Jun 2016;913623;ODI # 3751;14.00-17.30;18.15-21.45;Trent Bridge, Nottingham;False;England, elected to field first;Sri Lanka tour of England and Ireland;2016;Chris Woakes;ODI No. 3751;14.00 start, First Session 14.00-17.30, Interval 17.30-18.15, Second Session 18.15-21.45;21 June 2016 - daynight match (50-over match);;Paul ReiffelRob Bailey;Bruce Oxenford;Michael Gough;David Boon;Sri Lanka 1, England 1;;5-match series level 0-0 ;
