Name,Overs,Balls,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Match_Id
Tillakaratne Dilshan,7,42,0,42,0,6,12,4,0,0,0,730087
Lasith Malinga,9,54,0,60,1,6.67,22,7,0,2,0,745159
Nuwan Kulasekara,8.5,53,0,56,0,6.34,26,7,0,0,0,745159
Angelo Mathews,9,54,0,48,2,5.33,25,3,0,1,0,745159
Thisara Perera,7,42,0,43,2,6.14,16,5,0,0,0,745159
Rangana Herath,9,54,0,49,1,5.44,27,5,0,0,0,745159
Tillakaratne Dilshan,2,12,0,17,0,8.5,2,2,0,0,0,745159
Nuwan Kulasekara,4,24,1,23,0,5.75,16,4,0,0,0,745161
Lasith Malinga,6.5,41,0,56,2,8.2,18,10,0,1,0,745161
Rangana Herath,10,60,2,38,2,3.8,36,3,1,0,0,745161
Angelo Mathews,2,12,0,15,0,7.5,6,2,0,1,0,745161
Seekkuge Prasanna,10,60,0,36,2,3.6,35,2,0,0,0,745161
Thisara Perera,3,18,0,19,3,6.33,9,3,0,0,0,745161
Tillakaratne Dilshan,5,30,0,25,1,5,11,1,0,0,0,745161
Ashan Priyanjan,3,18,0,17,0,5.67,8,2,0,0,0,745161
Dhammika Prasad,6,36,0,25,2,4.17,26,3,0,3,1,745163
Lasith Malinga,7,42,2,17,1,2.43,33,2,0,1,0,745163
Angelo Mathews,5,30,0,11,0,2.2,20,0,0,0,0,745163
Rangana Herath,2.1,13,0,6,1,2.77,7,0,0,0,0,745163
Thisara Perera,8,48,1,34,4,4.25,30,3,1,2,0,745163
Seekkuge Prasanna,4,24,1,8,1,2,20,1,0,0,0,745163
Dhammika Prasad,9,54,0,60,0,6.67,28,7,2,1,0,792289
Lahiru Gamage,9,54,1,59,1,6.56,30,9,0,1,2,792289
Angelo Mathews,4,24,0,33,0,8.25,11,3,2,1,0,792289
Thisara Perera,7,42,0,51,0,7.29,18,6,1,1,0,792289
Suraj Randiv,10,60,0,78,3,7.8,20,4,4,1,0,792289
Seekkuge Prasanna,6,36,0,47,0,7.83,10,4,1,0,0,792289
Tillakaratne Dilshan,3,18,0,19,0,6.33,6,2,0,0,0,792289
Ashan Priyanjan,2,12,0,11,1,5.5,7,2,0,0,0,792289
Angelo Mathews,4,24,0,18,0,4.5,11,1,0,0,0,792291
Lahiru Gamage,8,48,1,28,0,3.5,27,1,0,1,0,792291
Dhammika Prasad,7,42,0,51,1,7.29,20,5,2,0,1,792291
Thisara Perera,4,24,0,35,0,8.75,8,3,2,0,0,792291
Suraj Randiv,10,60,0,66,0,6.6,26,4,3,0,0,792291
Tillakaratne Dilshan,2,12,0,9,0,4.5,4,0,0,0,0,792291
Seekkuge Prasanna,7.3,45,0,53,3,7.07,15,5,1,0,0,792291
Ashan Priyanjan,2,12,0,14,0,7,4,2,0,0,0,792291
Nuwan Kulasekara,8,48,0,37,1,4.63,26,4,0,0,0,792293
Lahiru Gamage,6,36,0,50,0,8.33,19,8,0,1,0,792293
Seekkuge Prasanna,9,54,0,43,0,4.78,26,3,1,0,0,792293
Thisara Perera,7,42,0,33,1,4.71,18,1,0,0,1,792293
Chaturanga de Silva,5,30,0,45,0,9,7,3,2,0,0,792293
Angelo Mathews,3,18,0,17,0,5.67,9,1,0,3,0,792293
Tillakaratne Dilshan,4,24,0,10,1,2.5,15,0,0,0,0,792293
Ashan Priyanjan,2.1,13,1,8,0,3.69,8,1,0,0,0,792293
Nuwan Kulasekara,9,54,0,89,1,9.89,15,13,2,0,0,792295
Angelo Mathews,8,48,1,44,2,5.5,28,3,2,3,0,792295
Shaminda Eranga,10,60,0,77,1,7.7,25,9,2,3,1,792295
Thisara Perera,5,30,0,43,0,8.6,10,5,1,1,0,792295
Seekkuge Prasanna,10,60,0,70,0,7,22,5,3,0,0,792295
Ajantha Mendis,7,42,0,70,0,10,8,11,0,1,0,792295
Tillakaratne Dilshan,1,6,0,11,0,11,0,1,0,1,0,792295
Angelo Mathews,7,42,1,33,2,4.71,25,4,0,0,0,792297
Lahiru Gamage,4,24,0,25,0,6.25,16,5,0,1,0,792297
Shaminda Eranga,7,42,0,45,0,6.43,17,5,0,2,0,792297
Seekkuge Prasanna,10,60,0,42,0,4.2,34,4,0,1,0,792297
Thisara Perera,3,18,0,20,0,6.67,7,2,0,1,0,792297
Ajantha Mendis,9.4,58,0,73,4,7.55,24,7,3,0,0,792297
Tillakaratne Dilshan,8,48,0,46,0,5.75,23,4,1,2,0,792297
Angelo Mathews,3,18,1,17,0,5.67,12,3,0,0,0,750663
Dhammika Prasad,5,30,0,51,1,10.2,12,6,1,1,0,750663
Tillakaratne Dilshan,6,36,0,33,1,5.5,15,3,0,1,0,750663
Ajantha Mendis,9,54,0,55,2,6.11,23,3,1,1,0,750663
Rangana Herath,9,54,0,58,2,6.44,26,2,4,0,0,750663
Thisara Perera,9.1,55,1,44,3,4.8,32,2,1,3,1,750663
Jeevan Mendis,6,36,0,34,1,5.67,12,1,1,0,0,750663
Angelo Mathews,6,36,0,23,1,3.83,22,2,0,2,0,750665
Tillakaratne Dilshan,9,54,0,32,2,3.56,34,1,0,0,0,750665
Rangana Herath,9,54,0,40,1,4.44,25,1,0,0,0,750665
Ajantha Mendis,7,42,1,33,3,4.71,20,1,0,1,0,750665
Thisara Perera,3,18,0,16,1,5.33,10,2,0,0,0,750665
Jeevan Mendis,5,30,0,22,0,4.4,12,0,0,0,1,750665
Dhammika Prasad,4,24,0,16,2,4,15,1,0,0,1,750665
Angelo Mathews,7,42,0,34,2,4.86,23,3,1,0,0,750667
Tillakaratne Dilshan,4,24,0,31,0,7.75,11,2,2,0,0,750667
Thisara Perera,3,18,0,18,0,6,10,1,1,1,0,750667
Ajantha Mendis,5.4,34,0,53,0,9.35,12,4,3,1,0,750667
Jeevan Mendis,2,12,0,9,0,4.5,6,1,0,0,0,750667
Dhammika Prasad,6,36,0,49,1,8.17,14,6,1,2,1,750667
Rangana Herath,6,36,0,41,1,6.83,14,3,1,1,0,750667
Angelo Mathews,6,36,0,21,0,3.5,21,1,0,0,0,750669
Dhammika Prasad,6,36,1,29,1,4.83,21,3,0,2,0,750669
Tillakaratne Dilshan,10,60,0,64,3,6.4,24,3,3,2,0,750669
Thisara Perera,2,12,0,19,0,9.5,6,2,1,1,0,750669
Rangana Herath,10,60,0,36,3,3.6,29,1,0,0,0,750669
Jeevan Mendis,7,42,1,39,0,5.57,22,2,1,0,0,750669
Ajantha Mendis,9,54,0,56,3,6.22,23,3,2,1,0,750669
Tillakaratne Dilshan,9.1,55,0,45,1,4.91,34,6,1,0,0,750671
Sachithra Senanayake,10,60,0,35,2,3.5,33,1,0,0,0,750671
Angelo Mathews,4,24,0,14,0,3.5,14,1,0,0,0,750671
Dhammika Prasad,4,24,0,24,0,6,14,4,0,2,0,750671
Jeevan Mendis,7,42,0,41,0,5.86,16,4,0,0,0,750671
Ajantha Mendis,9,54,0,49,1,5.44,21,1,1,0,1,750671
Thisara Perera,6,36,0,26,1,4.33,16,1,0,0,0,750671
Sachithra Senanayake,8.3,51,0,33,3,3.88,32,2,1,1,0,750673
Tillakaratne Dilshan,10,60,0,55,2,5.5,31,4,2,0,0,750673
Seekkuge Prasanna,8,48,0,40,0,5,21,3,0,0,0,750673
Suranga Lakmal,8,48,0,30,4,3.75,32,4,0,0,0,750673
Jeevan Mendis,4,24,0,22,0,5.5,12,3,0,0,0,750673
Thisara Perera,3,18,0,21,0,7,6,2,0,0,0,750673
Dilruwan Perera,9,54,0,53,1,5.89,29,4,2,1,0,750675
Tillakaratne Dilshan,10,60,0,37,3,3.7,28,0,0,1,0,750675
Suranga Lakmal,8,48,1,25,2,3.13,32,2,0,0,0,750675
Thisara Perera,3,18,0,22,0,7.33,5,3,0,0,0,750675
Angelo Mathews,2,12,0,3,0,1.5,9,0,0,0,0,750675
Seekkuge Prasanna,8,48,0,35,3,4.38,21,1,0,1,0,750675
Jeevan Mendis,4,24,0,28,0,7,7,3,0,0,0,750675
Mahela Jayawardene,1.5,11,0,5,1,2.73,6,0,0,0,0,750675
Nuwan Kulasekara,10,60,1,43,2,4.3,38,3,1,1,0,749781
Shaminda Eranga,6,36,0,49,1,8.17,16,6,1,1,0,749781
Sachithra Senanayake,10,60,0,43,2,4.3,37,3,2,0,0,749781
Angelo Mathews,2,12,0,17,0,8.5,7,4,0,0,0,749781
Tillakaratne Dilshan,7,42,0,28,2,4,22,1,0,0,0,749781
Thisara Perera,7,42,0,29,0,4.14,29,5,0,0,0,749781
Jeevan Mendis,1,6,0,5,0,5,4,1,0,0,0,749781
Nuwan Kulasekara,8,48,0,40,1,5,28,4,0,1,0,749783
Thisara Perera,4,24,0,41,0,10.25,9,6,1,0,0,749783
Sachithra Senanayake,10,60,0,55,2,5.5,37,5,3,0,0,749783
Rangana Herath,10,60,0,36,2,3.6,35,3,0,0,0,749783
Jeevan Mendis,10,60,0,47,1,4.7,36,1,3,3,0,749783
Tillakaratne Dilshan,7,42,0,27,0,3.86,21,2,0,0,0,749783
Angelo Mathews,1,6,0,2,0,2,4,0,0,0,0,749783
Nuwan Kulasekara,6,36,0,35,0,5.83,19,4,1,0,0,749785
Dhammika Prasad,6,36,0,30,0,5,20,1,2,0,0,749785
Angelo Mathews,6.5,41,2,21,3,3.07,26,2,0,0,0,749785
Sachithra Senanayake,7,42,0,30,0,4.29,22,3,0,1,0,749785
Thisara Perera,3,18,0,24,0,8,5,0,2,0,0,749785
Nuwan Kulasekara,9,54,0,51,1,5.67,26,5,0,3,0,749787
Angelo Mathews,4,24,1,16,1,4,17,1,1,1,0,749787
Rangana Herath,9,54,1,39,1,4.33,28,2,0,2,0,749787
Thisara Perera,8,48,0,58,1,7.25,19,3,3,0,0,749787
Sachithra Senanayake,9.1,55,0,57,0,6.22,14,1,2,0,0,749787
Jeevan Mendis,7,42,0,40,1,5.71,14,2,1,1,0,749787
Tillakaratne Dilshan,2,12,0,18,0,9,2,2,0,0,0,749787
Nuwan Kulasekara,10,60,0,71,2,7.1,28,8,2,1,0,749789
Suranga Lakmal,10,60,0,93,0,9.3,27,11,4,0,0,749789
Thisara Perera,10,60,0,49,1,4.9,32,5,0,2,0,749789
Lahiru Thirimanne,7,42,0,36,2,5.14,23,4,0,3,0,749789
Sachithra Senanayake,7,42,0,58,0,8.29,10,4,2,0,0,749789
Jeevan Mendis,2,12,0,21,0,10.5,4,1,2,0,0,749789
Tillakaratne Dilshan,4,24,0,31,0,7.75,6,2,1,0,0,749789
Suranga Lakmal,7,42,1,31,0,4.43,27,2,1,1,0,749791
Dhammika Prasad,10,60,0,59,2,5.9,34,8,0,4,0,749791
Rangana Herath,10,60,1,45,1,4.5,31,3,1,0,0,749791
Thisara Perera,10,60,0,86,1,8.6,16,10,1,3,0,749791
Jeevan Mendis,5,30,0,27,0,5.4,10,2,0,0,0,749791
Lahiru Thirimanne,2,12,0,17,0,8.5,4,1,1,0,0,749791
Tillakaratne Dilshan,6,36,0,42,1,7,8,0,2,1,0,749791
Nuwan Kulasekara,9,54,0,55,2,6.11,31,6,1,3,0,749793
Shaminda Eranga,9,54,1,34,2,3.78,36,4,0,1,0,749793
Seekkuge Prasanna,9.2,56,0,30,1,3.21,29,0,0,1,0,749793
Dushmantha Chameera,8,48,0,60,2,7.5,20,6,2,0,0,749793
Thisara Perera,5,30,0,42,1,8.4,9,3,1,1,0,749793
Tillakaratne Dilshan,5,30,0,27,1,5.4,13,3,0,0,0,749793
Nuwan Kulasekara,8,48,0,78,1,9.75,16,9,2,3,0,656399
Lasith Malinga,10,60,0,84,0,8.4,19,8,1,3,3,656399
Angelo Mathews,6,36,0,28,0,4.67,20,4,0,0,0,656399
Rangana Herath,9,54,0,37,1,4.11,30,3,0,1,0,656399
Tillakaratne Dilshan,5,30,0,35,0,7,11,2,1,1,0,656399
Suranga Lakmal,10,60,0,62,2,6.2,28,8,0,0,0,656399
Jeevan Mendis,2,12,0,5,2,2.5,7,0,0,0,0,656399
Lasith Malinga,9.4,58,1,41,3,4.24,44,6,0,5,1,656421
Suranga Lakmal,10,60,1,36,2,3.6,40,2,1,2,0,656421
Angelo Mathews,7,42,0,41,3,5.86,23,3,1,2,0,656421
Thisara Perera,10,60,0,54,1,5.4,33,5,2,1,0,656421
Rangana Herath,10,60,0,41,1,4.1,36,3,1,1,0,656421
Jeevan Mendis,3,18,0,13,0,4.33,9,1,0,0,0,656421
Lasith Malinga,9,54,0,35,3,3.89,34,4,0,0,0,656433
Suranga Lakmal,8,48,0,49,2,6.13,24,6,0,2,0,656433
Angelo Mathews,5.4,34,0,36,1,6.35,18,4,1,0,0,656433
Rangana Herath,10,60,0,43,0,4.3,37,4,1,0,0,656433
Thisara Perera,6.2,38,0,33,1,5.21,18,3,0,1,0,656433
Tillakaratne Dilshan,8,48,0,35,2,4.38,28,2,1,3,0,656433
Lasith Malinga,10,60,0,63,1,6.3,30,10,0,2,0,656441
Suranga Lakmal,7.4,46,0,71,1,9.26,25,11,1,2,2,656441
Angelo Mathews,10,60,1,43,1,4.3,38,4,1,1,0,656441
Tillakaratne Dilshan,8.2,50,0,35,1,4.2,24,1,1,0,0,656441
Rangana Herath,5.5,35,0,35,1,6,10,3,0,0,0,656441
Thisara Perera,8.1,49,0,55,1,6.73,24,6,2,0,0,656441
Lasith Malinga,10,60,0,59,2,5.9,29,7,0,1,0,656461
Sachithra Senanayake,9,54,0,59,0,6.56,23,5,1,0,0,656461
Angelo Mathews,7,42,0,59,1,8.43,15,6,1,2,0,656461
Seekkuge Prasanna,10,60,0,77,1,7.7,23,9,1,0,0,656461
Thisara Perera,9,54,0,87,2,9.67,18,9,4,1,0,656461
Tillakaratne Dilshan,5,30,0,33,1,6.6,10,2,1,0,0,656461
Lasith Malinga,9,54,0,29,2,3.22,35,0,0,2,0,656467
Nuwan Kulasekara,7,42,0,20,3,2.86,30,1,0,1,0,656467
Thisara Perera,7,42,0,41,1,5.86,21,5,0,2,0,656467
Tillakaratne Dilshan,5,30,0,15,1,3,19,1,0,0,0,656467
Seekkuge Prasanna,8,48,0,57,0,7.13,15,3,2,0,0,656467
Dushmantha Chameera,7.1,43,0,51,3,7.12,20,7,0,1,1,656467
Lasith Malinga,6,36,0,43,1,7.17,21,4,0,3,2,656483
Tillakaratne Dilshan,2,12,0,10,0,5,5,0,0,0,0,656483
Nuwan Kulasekara,1,6,0,13,0,13,2,3,0,0,0,656483
Tharindu Kaushal,6,36,0,25,0,4.17,22,1,0,0,0,656483
Dushmantha Chameera,2,12,0,29,0,14.5,3,3,0,4,1,656483
Thisara Perera,1,6,0,10,0,10,3,2,0,1,0,656483
Lasith Malinga,8,48,0,56,0,7,25,8,0,5,0,860269
Suranga Lakmal,5,30,1,21,1,4.2,21,4,0,0,0,860269
Thisara Perera,8,48,0,32,1,4,29,3,0,0,0,860269
Angelo Mathews,5,30,0,22,1,4.4,18,3,0,0,0,860269
Seekkuge Prasanna,9,54,0,72,0,8,21,6,4,0,0,860269
Tillakaratne Dilshan,8.2,50,0,45,1,5.4,21,1,2,0,0,860269
Milinda Siriwardana,2,12,0,10,0,5,6,1,0,0,0,860269
Angelo Mathews,10,60,2,36,1,3.6,34,2,0,0,0,860271
Nuwan Pradeep,8,48,1,42,1,5.25,27,5,0,0,0,860271
Thisara Perera,2,12,0,15,0,7.5,7,3,0,1,0,860271
Lasith Malinga,10,60,0,64,2,6.4,23,4,1,5,1,860271
Sachith Pathirana,9,54,0,70,2,7.78,21,3,5,0,0,860271
Milinda Siriwardana,5,30,0,22,1,4.4,14,1,0,2,0,860271
Tillakaratne Dilshan,6,36,0,31,1,5.17,14,2,0,1,0,860271
Angelo Mathews,8,48,0,52,0,6.5,20,6,0,0,0,860273
Nuwan Pradeep,9,54,0,47,0,5.22,26,4,0,3,0,860273
Lasith Malinga,10,60,0,80,1,8,16,8,1,0,1,860273
Sachith Pathirana,10,60,0,49,1,4.9,29,4,0,0,1,860273
Thisara Perera,10,60,0,63,0,6.3,21,3,0,4,0,860273
Tillakaratne Dilshan,3,18,0,20,0,6.67,4,1,0,1,0,860273
Lasith Malinga,9,54,2,46,1,5.11,36,7,0,0,0,860275
Suranga Lakmal,8,48,0,50,1,6.25,25,6,0,3,0,860275
Sachith Pathirana,10,60,0,81,0,8.1,25,7,4,0,0,860275
Nuwan Pradeep,2.2,14,0,9,0,3.86,8,0,0,1,0,860275
Angelo Mathews,2.4,16,0,9,0,3.38,9,0,0,2,0,860275
Milinda Siriwardana,5.5,35,0,28,1,4.8,24,1,2,0,0,860275
Tillakaratne Dilshan,3,18,0,30,0,10,4,4,0,3,0,860275
Lahiru Gamage,10,60,0,62,1,6.2,33,8,0,1,4,860277
Suranga Lakmal,6,36,0,35,0,5.83,20,5,0,1,0,860277
Sachithra Senanayake,8,48,1,39,3,4.88,27,4,1,0,0,860277
Thisara Perera,8,48,0,38,2,4.75,28,5,0,0,0,860277
Angelo Mathews,3,18,0,9,1,3,12,1,0,0,0,860277
Milinda Siriwardana,2.2,14,0,19,1,8.14,5,3,0,0,0,860277
Lasith Malinga,6,36,1,20,0,3.33,28,3,0,1,0,915777
Suranga Lakmal,5,30,0,15,3,3,24,1,0,2,0,915777
Sachithra Senanayake,5,30,0,25,0,5,17,0,2,0,0,915777
Shehan Jayasuriya,3,18,0,15,1,5,8,1,0,0,0,915777
Ajantha Mendis,4,24,0,46,2,11.5,7,2,4,1,0,915777
Angelo Mathews,3,18,0,35,1,11.67,4,2,2,1,0,915777
Lasith Malinga,7.4,46,0,43,2,5.61,24,4,1,0,0,915779
Suranga Lakmal,7,42,0,51,1,7.29,19,4,2,2,0,915779
Sachithra Senanayake,6,36,0,25,1,4.17,23,0,2,0,0,915779
Ajantha Mendis,7,42,0,44,0,6.29,20,4,1,1,1,915779
Shehan Jayasuriya,2,12,0,11,0,5.5,6,0,1,0,0,915779
Milinda Siriwardana,7,42,1,27,2,3.86,23,1,0,0,0,915779
Tillakaratne Dilshan,1,6,0,7,0,7,2,1,0,0,0,915779
Lasith Malinga,7,42,0,43,2,6.14,26,7,1,0,0,915781
Suranga Lakmal,7,42,0,40,2,5.71,28,5,0,3,0,915781
Dushmantha Chameera,7,42,0,39,2,5.57,26,6,0,3,0,915781
Milinda Siriwardana,5,30,0,17,0,3.4,17,1,0,0,0,915781
Ajantha Mendis,8,48,0,51,2,6.38,19,4,0,3,0,915781
Angelo Mathews,2,12,0,11,1,5.5,5,1,0,0,0,915781
Nuwan Kulasekara,3,18,0,27,0,9,9,4,1,0,0,914207
Suranga Lakmal,3,18,0,24,0,8,10,3,1,1,0,914207
Angelo Mathews,1,6,0,17,0,17,1,2,1,1,0,914207
Ajantha Mendis,5,30,0,49,0,9.8,16,9,0,2,0,914207
Milinda Siriwardana,5,30,0,45,2,9,11,5,2,0,0,914207
Dushmantha Chameera,2,12,0,18,0,9,7,3,0,3,0,914207
Tillakaratne Dilshan,2,12,0,10,1,5,6,1,0,1,0,914207
Dushmantha Chameera,2,12,0,41,0,20.5,2,4,3,4,0,914209
Nuwan Kulasekara,2,12,0,19,0,9.5,6,2,1,2,0,914209
Sachithra Senanayake,2.2,14,0,22,0,9.43,3,3,0,0,0,914209
Jeffrey Vandersay,2,12,0,34,0,17,4,2,4,0,0,914209
Nuwan Pradeep,10,60,0,55,2,5.5,32,4,2,1,0,914211
Dushmantha Chameera,10,60,0,38,2,3.8,42,4,1,1,0,914211
Tillakaratne Dilshan,8,48,1,43,0,5.38,19,3,1,0,0,914211
Nuwan Kulasekara,5,30,0,31,0,6.2,10,2,0,4,0,914211
Angelo Mathews,2,12,0,17,0,8.5,5,3,0,1,0,914211
Jeffrey Vandersay,10,60,1,55,2,5.5,29,4,1,3,1,914211
Milinda Siriwardana,5,30,0,33,1,6.6,9,2,1,0,0,914211
Dushmantha Chameera,3,18,0,32,1,10.67,7,1,3,0,1,914213
Thisara Perera,2,12,0,13,1,6.5,7,2,0,0,0,914213
Nuwan Kulasekara,1,6,0,4,1,4,3,0,0,0,0,914213
Milinda Siriwardana,2,12,0,11,0,5.5,5,0,0,2,0,914213
Jeffrey Vandersay,1,6,0,15,0,15,1,3,0,0,0,914213
Nuwan Pradeep,10,60,1,69,1,6.9,32,7,3,2,0,914215
Dushmantha Chameera,9,54,0,41,0,4.56,23,2,0,1,0,914215
Thisara Perera,6,36,0,45,0,7.5,16,6,1,0,0,914215
Nuwan Kulasekara,10,60,0,53,3,5.3,23,2,1,2,0,914215
Tillakaratne Dilshan,10,60,0,49,1,4.9,22,3,0,0,0,914215
Milinda Siriwardana,5,30,0,32,0,6.4,13,3,1,0,0,914215
Shaminda Eranga,7,42,0,34,1,4.86,26,5,0,0,1,913619
Angelo Mathews,9,54,0,37,2,4.11,33,4,0,1,0,913619
Nuwan Pradeep,8,48,0,45,1,5.63,24,5,1,1,0,913619
Seekkuge Prasanna,6.4,40,0,44,1,6.6,18,3,2,0,0,913619
Dasun Shanaka,9,54,0,43,5,4.78,31,4,0,0,0,913619
Dhananjaya de Silva,1,6,0,7,0,7,2,1,0,0,0,913619
Suranga Lakmal,10,60,1,38,4,3.8,38,2,1,3,0,913621
Angelo Mathews,4,24,1,34,1,8.5,12,4,1,1,0,913621
Farveez Maharoof,10,60,1,60,1,6,31,6,1,0,0,913621
Dasun Shanaka,6,36,0,35,1,5.83,18,4,0,0,0,913621
Seekkuge Prasanna,8,48,1,32,2,4,27,3,0,1,0,913621
Danushka Gunathilaka,7,42,0,40,1,5.71,17,3,1,0,0,913621
Suranga Lakmal,10,60,0,65,2,6.5,31,9,0,3,0,913623
Angelo Mathews,6,36,0,22,2,3.67,21,1,0,0,0,913623
Dasun Shanaka,3,18,0,21,0,7,6,3,0,0,0,913623
Nuwan Pradeep,10,60,0,64,2,6.4,25,5,1,1,0,913623
Farveez Maharoof,10,60,0,59,1,5.9,20,2,0,0,0,913623
Seekkuge Prasanna,10,60,0,43,1,4.3,25,0,1,0,0,913623
Danushka Gunathilaka,1,6,0,10,0,10,0,1,0,0,0,913623
Farveez Maharoof,7,42,1,47,0,6.71,17,4,1,4,0,913625
Suranga Lakmal,5,30,0,21,0,4.2,17,1,0,2,0,913625
Suraj Randiv,8,48,0,62,0,7.75,16,3,3,0,0,913625
Nuwan Pradeep,4,24,0,31,0,7.75,10,3,1,1,0,913625
Seekkuge Prasanna,8.1,49,0,78,0,9.55,13,5,5,1,0,913625
Danushka Gunathilaka,2,12,0,14,0,7,3,1,0,0,0,913625
Suranga Lakmal,2,12,0,8,1,4,8,1,0,0,0,913627
Angelo Mathews,2,12,0,8,0,4,6,0,0,0,0,913627
Suranga Lakmal,7,42,0,48,1,6.86,15,5,0,0,0,913629
Nuwan Pradeep,9,54,0,78,2,8.67,19,8,2,2,0,913629
Angelo Mathews,3,18,0,17,0,5.67,11,3,0,0,0,913629
Farveez Maharoof,8,48,0,58,0,7.25,12,3,1,1,0,913629
Dasun Shanaka,1,6,0,12,0,12,1,2,0,0,0,913629
Seekkuge Prasanna,7.1,43,0,61,0,8.51,10,4,1,4,0,913629
Danushka Gunathilaka,5,30,0,30,1,6,9,2,0,0,0,913629
Suranga Lakmal,10,60,0,65,1,6.5,27,5,2,1,0,913631
Chaminda Bandara,10,60,0,83,1,8.3,21,11,0,1,0,913631
Nuwan Pradeep,8,48,0,59,1,7.38,17,7,0,0,0,913631
Danushka Gunathilaka,10,60,0,48,3,4.8,26,3,0,1,0,913631
Seekkuge Prasanna,10,60,0,52,0,5.2,20,1,1,1,0,913631
Kusal Mendis,2,12,0,13,0,6.5,4,1,0,0,0,913631
Angelo Mathews,7,42,0,33,0,4.71,24,2,1,1,0,995457
Tillakaratne Dilshan,3.5,23,0,25,0,6.52,12,2,1,1,0,995457
Thisara Perera,5,30,1,25,1,5,17,3,0,0,0,995457
Amila Aponso,10,60,1,27,1,2.7,39,0,0,2,0,995457
Milinda Siriwardana,6,36,0,34,0,5.67,18,4,0,0,0,995457
Dilruwan Perera,10,60,0,48,3,4.8,26,2,0,3,0,995457
Lakshan Sandakan,5,30,0,33,2,6.6,13,3,0,2,0,995457
Angelo Mathews,6,36,0,17,2,2.83,25,1,0,0,0,995459
Thisara Perera,5,30,0,33,3,6.6,14,4,0,0,0,995459
Amila Aponso,9.2,56,0,18,4,1.93,42,0,0,1,0,995459
Seekkuge Prasanna,8,48,1,48,1,6,23,3,0,3,0,995459
Dilruwan Perera,10,60,0,43,0,4.3,31,2,0,1,0,995459
Tillakaratne Dilshan,5,30,0,23,0,4.6,13,1,0,0,0,995459
Dhananjaya de Silva,4,24,0,20,0,5,10,1,0,0,0,995459
Angelo Mathews,7,42,0,30,2,4.29,23,3,0,0,0,995461
Thisara Perera,2,12,0,18,0,9,3,2,0,2,0,995461
Amila Aponso,10,60,0,44,2,4.4,38,5,1,1,0,995461
Dilruwan Perera,10,60,0,45,2,4.5,34,4,0,1,0,995461
Tillakaratne Dilshan,4,24,0,24,0,6,10,3,0,0,0,995461
Seekkuge Prasanna,9,54,0,39,1,4.33,25,0,1,2,0,995461
Dhananjaya de Silva,4,24,0,21,1,5.25,11,2,0,0,0,995461
Thisara Perera,3,18,1,24,0,8,10,3,1,0,0,995463
Amila Aponso,8,48,0,59,0,7.38,22,10,0,1,0,995463
Dilruwan Perera,7,42,0,69,1,9.86,14,6,3,0,1,995463
Sachith Pathirana,8,48,0,37,3,4.63,32,4,1,1,0,995463
Dhananjaya de Silva,4,24,0,21,0,5.25,9,0,0,0,0,995463
Angelo Perera,1,6,0,5,0,5,4,1,0,0,0,995463
Suranga Lakmal,8,48,1,30,0,3.75,31,2,0,3,0,995465
Dilruwan Perera,10,60,1,51,3,5.1,30,4,0,1,0,995465
Sachith Pathirana,10,60,0,36,0,3.6,29,0,0,1,0,995465
Dasun Shanaka,2,12,0,10,0,5,7,1,0,0,0,995465
Amila Aponso,6,36,0,33,0,5.5,19,4,0,0,0,995465
Dhananjaya de Silva,7,42,0,35,2,5,20,4,0,0,0,995465
Nuwan Kulasekara,8,48,2,23,2,2.88,39,1,1,1,0,1059710
Suranga Lakmal,7,42,0,19,2,2.71,30,2,0,0,0,1059710
Sachith Pathirana,10,60,0,44,1,4.4,30,0,2,1,0,1059710
Nuwan Pradeep,7,42,1,21,2,3,32,2,0,3,0,1059710
Shehan Jayasuriya,3,18,0,24,0,8,7,1,2,0,0,1059710
Asela Gunaratne,6.3,39,1,21,3,3.23,26,2,0,1,0,1059710
Nuwan Kulasekara,10,60,1,37,2,3.7,39,4,0,3,0,1059711
Suranga Lakmal,9.2,56,1,45,2,4.82,32,2,1,0,0,1059711
Nuwan Pradeep,10,60,1,55,2,5.5,34,4,2,2,0,1059711
Shehan Jayasuriya,4,24,0,19,0,4.75,9,1,0,0,0,1059711
Sachith Pathirana,6,36,0,25,1,4.17,19,0,1,0,0,1059711
Asela Gunaratne,10,60,1,40,1,4,35,1,2,0,0,1059711
Nuwan Kulasekara,5,30,0,17,1,3.4,22,2,0,3,0,1059713
Suranga Lakmal,4,24,1,14,0,3.5,18,2,0,0,0,1059713
Dasun Shanaka,2,12,0,5,0,2.5,9,0,0,1,0,1059713
Dhananjaya de Silva,1,6,0,4,0,4,2,0,0,0,0,1059713
Sachith Pathirana,1.3,9,0,10,0,6.67,3,1,0,0,0,1059713
Nuwan Kulasekara,10,60,0,73,2,7.3,27,4,3,3,0,1059714
Suranga Lakmal,10,60,0,67,2,6.7,28,9,0,3,0,1059714
Shehan Jayasuriya,4,24,0,20,0,5,10,1,0,1,0,1059714
Nuwan Pradeep,10,60,0,65,1,6.5,27,3,3,3,0,1059714
Sachith Pathirana,7,42,0,51,0,7.29,16,4,2,0,0,1059714
Asela Gunaratne,9,54,0,47,1,5.22,21,3,0,1,0,1059714
Nuwan Kulasekara,7,42,0,30,1,4.29,27,3,0,4,0,1059716
