bowling_performance,player_name,temp,wind,rain,humidity,cloud,pressure,viscosity,inning,bowling_session,toss,venue_name,opposition_name
good,Angelo Mathews,22,16,0,37,4,1015,Excellent,inning1,day,won,"Saxton Oval, Nelson",New Zealand
good,Rangana Herath,22,16,0,37,4,1015,Excellent,inning1,day,won,"Saxton Oval, Nelson",New Zealand
best,Thisara Perera,22,16,0,37,4,1015,Excellent,inning1,day,won,"Saxton Oval, Nelson",New Zealand
best,Sachithra Senanayake,22,16,0,37,4,1015,Excellent,inning1,day,won,"Saxton Oval, Nelson",New Zealand
best,Jeevan Mendis,22,16,0,37,4,1015,Excellent,inning1,day,won,"Saxton Oval, Nelson",New Zealand
poor,Tillakaratne Dilshan,22,16,0,37,4,1015,Excellent,inning1,day,won,"Saxton Oval, Nelson",New Zealand
best,Nuwan Kulasekara,17,13,0,73,39,1019,Excellent,inning2,day,won,"University Oval, Dunedin",New Zealand
poor,Suranga Lakmal,17,13,0,73,39,1019,Excellent,inning2,day,won,"University Oval, Dunedin",New Zealand
best,Thisara Perera,17,13,0,73,39,1019,Excellent,inning2,day,won,"University Oval, Dunedin",New Zealand
good,Lahiru Thirimanne,17,13,0,73,39,1019,Excellent,inning2,day,won,"University Oval, Dunedin",New Zealand
poor,Sachithra Senanayake,17,13,0,73,39,1019,Excellent,inning2,day,won,"University Oval, Dunedin",New Zealand
poor,Jeevan Mendis,17,13,0,73,39,1019,Excellent,inning2,day,won,"University Oval, Dunedin",New Zealand
poor,Tillakaratne Dilshan,17,13,0,73,39,1019,Excellent,inning2,day,won,"University Oval, Dunedin",New Zealand
best,Suranga Lakmal,18,15,0,80,0,1019,Excellent,inning2,day,lost,"University Oval, Dunedin",New Zealand
best,Dhammika Prasad,18,15,0,80,0,1019,Excellent,inning2,day,lost,"University Oval, Dunedin",New Zealand
good,Rangana Herath,18,15,0,80,0,1019,Excellent,inning2,day,lost,"University Oval, Dunedin",New Zealand
poor,Thisara Perera,18,15,0,80,0,1019,Excellent,inning2,day,lost,"University Oval, Dunedin",New Zealand
best,Jeevan Mendis,18,15,0,80,0,1019,Excellent,inning2,day,lost,"University Oval, Dunedin",New Zealand
poor,Lahiru Thirimanne,18,15,0,80,0,1019,Excellent,inning2,day,lost,"University Oval, Dunedin",New Zealand
best,Tillakaratne Dilshan,18,15,0,80,0,1019,Excellent,inning2,day,lost,"University Oval, Dunedin",New Zealand
best,Nuwan Kulasekara,20,23,0,85,4,1013,Excellent,inning1,night,won,"Westpac Stadium, Wellington",New Zealand
good,Shaminda Eranga,20,23,0,85,4,1013,Excellent,inning1,night,won,"Westpac Stadium, Wellington",New Zealand
good,Seekkuge Prasanna,20,23,0,85,4,1013,Excellent,inning1,night,won,"Westpac Stadium, Wellington",New Zealand
best,Dushmantha Chameera,20,23,0,85,4,1013,Excellent,inning1,night,won,"Westpac Stadium, Wellington",New Zealand
poor,Thisara Perera,20,23,0,85,4,1013,Excellent,inning1,night,won,"Westpac Stadium, Wellington",New Zealand
best,Tillakaratne Dilshan,20,23,0,85,4,1013,Excellent,inning1,night,won,"Westpac Stadium, Wellington",New Zealand
poor,Nuwan Kulasekara,14,20,0,61,79,1029,Excellent,inning2,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Lasith Malinga,14,20,0,61,79,1029,Excellent,inning2,day,won,"Hagley Oval, Christchurch",New Zealand
best,Angelo Mathews,14,20,0,61,79,1029,Excellent,inning2,day,won,"Hagley Oval, Christchurch",New Zealand
good,Rangana Herath,14,20,0,61,79,1029,Excellent,inning2,day,won,"Hagley Oval, Christchurch",New Zealand
best,Tillakaratne Dilshan,14,20,0,61,79,1029,Excellent,inning2,day,won,"Hagley Oval, Christchurch",New Zealand
best,Suranga Lakmal,14,20,0,61,79,1029,Excellent,inning2,day,won,"Hagley Oval, Christchurch",New Zealand
good,Jeevan Mendis,14,20,0,61,79,1029,Excellent,inning2,day,won,"Hagley Oval, Christchurch",New Zealand
good,Lasith Malinga,15,12,0,85,60,1025,Excellent,inning2,day,won,"University Oval, Dunedin",Afghanistan
good,Suranga Lakmal,15,12,0,85,60,1025,Excellent,inning2,day,won,"University Oval, Dunedin",Afghanistan
best,Angelo Mathews,15,12,0,85,60,1025,Excellent,inning2,day,won,"University Oval, Dunedin",Afghanistan
best,Thisara Perera,15,12,0,85,60,1025,Excellent,inning2,day,won,"University Oval, Dunedin",Afghanistan
good,Rangana Herath,15,12,0,85,60,1025,Excellent,inning2,day,won,"University Oval, Dunedin",Afghanistan
good,Jeevan Mendis,15,12,0,85,60,1025,Excellent,inning2,day,won,"University Oval, Dunedin",Afghanistan
good,Lasith Malinga,19,11,0,76,29,1010,Excellent,inning1,night,won,Melbourne Cricket Ground,Bangladesh
best,Suranga Lakmal,19,11,0,76,29,1010,Excellent,inning1,night,won,Melbourne Cricket Ground,Bangladesh
best,Angelo Mathews,19,11,0,76,29,1010,Excellent,inning1,night,won,Melbourne Cricket Ground,Bangladesh
good,Rangana Herath,19,11,0,76,29,1010,Excellent,inning1,night,won,Melbourne Cricket Ground,Bangladesh
best,Thisara Perera,19,11,0,76,29,1010,Excellent,inning1,night,won,Melbourne Cricket Ground,Bangladesh
good,Tillakaratne Dilshan,19,11,0,76,29,1010,Excellent,inning1,night,won,Melbourne Cricket Ground,Bangladesh
best,Lasith Malinga,16,31,0,81,34,1030,Excellent,inning2,day,lost,"Westpac Stadium, Wellington",England
poor,Suranga Lakmal,16,31,0,81,34,1030,Excellent,inning2,day,lost,"Westpac Stadium, Wellington",England
good,Angelo Mathews,16,31,0,81,34,1030,Excellent,inning2,day,lost,"Westpac Stadium, Wellington",England
good,Tillakaratne Dilshan,16,31,0,81,34,1030,Excellent,inning2,day,lost,"Westpac Stadium, Wellington",England
best,Rangana Herath,16,31,0,81,34,1030,Excellent,inning2,day,lost,"Westpac Stadium, Wellington",England
best,Thisara Perera,16,31,0,81,34,1030,Excellent,inning2,day,lost,"Westpac Stadium, Wellington",England
best,Lasith Malinga,26,18,0,65,14,1008,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
best,Sachithra Senanayake,26,18,0,65,14,1008,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
poor,Angelo Mathews,26,18,0,65,14,1008,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
poor,Seekkuge Prasanna,26,18,0,65,14,1008,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
poor,Thisara Perera,26,18,0,65,14,1008,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
best,Tillakaratne Dilshan,26,18,0,65,14,1008,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
good,Lasith Malinga,15,9,0,87,74,1019,Good,inning1,night,won,"Bellerive Oval, Hobart",Scotland
good,Nuwan Kulasekara,15,9,0,87,74,1019,Good,inning1,night,won,"Bellerive Oval, Hobart",Scotland
best,Thisara Perera,15,9,0,87,74,1019,Good,inning1,night,won,"Bellerive Oval, Hobart",Scotland
good,Tillakaratne Dilshan,15,9,0,87,74,1019,Good,inning1,night,won,"Bellerive Oval, Hobart",Scotland
best,Seekkuge Prasanna,15,9,0,87,74,1019,Good,inning1,night,won,"Bellerive Oval, Hobart",Scotland
best,Dushmantha Chameera,15,9,0,87,74,1019,Good,inning1,night,won,"Bellerive Oval, Hobart",Scotland
best,Lasith Malinga,22,18,0,71,73,1017,Excellent,inning1,night,won,Sydney Cricket Ground,South Africa
best,Tillakaratne Dilshan,22,18,0,71,73,1017,Excellent,inning1,night,won,Sydney Cricket Ground,South Africa
poor,Nuwan Kulasekara,22,18,0,71,73,1017,Excellent,inning1,night,won,Sydney Cricket Ground,South Africa
good,Tharindu Kaushal,22,18,0,71,73,1017,Excellent,inning1,night,won,Sydney Cricket Ground,South Africa
poor,Dushmantha Chameera,22,18,0,71,73,1017,Excellent,inning1,night,won,Sydney Cricket Ground,South Africa
poor,Thisara Perera,22,18,0,71,73,1017,Excellent,inning1,night,won,Sydney Cricket Ground,South Africa
best,Lasith Malinga,28,3,10,82,65,1010,Average,inning1,day,lost,Rangiri Dambulla International Stadium,Pakistan
good,Suranga Lakmal,28,3,10,82,65,1010,Average,inning1,day,lost,Rangiri Dambulla International Stadium,Pakistan
good,Thisara Perera,28,3,10,82,65,1010,Average,inning1,day,lost,Rangiri Dambulla International Stadium,Pakistan
good,Angelo Mathews,28,3,10,82,65,1010,Average,inning1,day,lost,Rangiri Dambulla International Stadium,Pakistan
poor,Seekkuge Prasanna,28,3,10,82,65,1010,Average,inning1,day,lost,Rangiri Dambulla International Stadium,Pakistan
best,Tillakaratne Dilshan,28,3,10,82,65,1010,Average,inning1,day,lost,Rangiri Dambulla International Stadium,Pakistan
best,Milinda Siriwardana,28,3,10,82,65,1010,Average,inning1,day,lost,Rangiri Dambulla International Stadium,Pakistan
good,Angelo Mathews,25,21,1,76,27,1005,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,Pakistan
best,Nuwan Pradeep,25,21,1,76,27,1005,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,Pakistan
poor,Thisara Perera,25,21,1,76,27,1005,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,Pakistan
best,Lasith Malinga,25,21,1,76,27,1005,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,Pakistan
poor,Sachith Pathirana,25,21,1,76,27,1005,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,Pakistan
good,Milinda Siriwardana,25,21,1,76,27,1005,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,Pakistan
best,Tillakaratne Dilshan,25,21,1,76,27,1005,Excellent,inning2,day,lost,Pallekele International Cricket Stadium,Pakistan
best,Angelo Mathews,27,20,4,85,92,1008,Good,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Nuwan Pradeep,27,20,4,85,92,1008,Good,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
poor,Lasith Malinga,27,20,4,85,92,1008,Good,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Sachith Pathirana,27,20,4,85,92,1008,Good,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Thisara Perera,27,20,4,85,92,1008,Good,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Tillakaratne Dilshan,27,20,4,85,92,1008,Good,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Lasith Malinga,26,12,9,91,36,1010,Average,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Suranga Lakmal,26,12,9,91,36,1010,Average,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
poor,Sachith Pathirana,26,12,9,91,36,1010,Average,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Nuwan Pradeep,26,12,9,91,36,1010,Average,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Angelo Mathews,26,12,9,91,36,1010,Average,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Milinda Siriwardana,26,12,9,91,36,1010,Average,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
poor,Tillakaratne Dilshan,26,12,9,91,36,1010,Average,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Lahiru Gamage,27,19,0,78,12,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
best,Suranga Lakmal,27,19,0,78,12,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
good,Sachithra Senanayake,27,19,0,78,12,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
good,Thisara Perera,27,19,0,78,12,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
good,Angelo Mathews,27,19,0,78,12,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
poor,Milinda Siriwardana,27,19,0,78,12,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
good,Lasith Malinga,28,12,0,79,32,1010,Excellent,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
good,Suranga Lakmal,28,12,0,79,32,1010,Excellent,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
best,Sachithra Senanayake,28,12,0,79,32,1010,Excellent,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
best,Shehan Jayasuriya,28,12,0,79,32,1010,Excellent,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
poor,Ajantha Mendis,28,12,0,79,32,1010,Excellent,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
poor,Angelo Mathews,28,12,0,79,32,1010,Excellent,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
best,Lasith Malinga,28,6,9,85,25,1010,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
best,Suranga Lakmal,28,6,9,85,25,1010,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
good,Sachithra Senanayake,28,6,9,85,25,1010,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
best,Ajantha Mendis,28,6,9,85,25,1010,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
best,Shehan Jayasuriya,28,6,9,85,25,1010,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
good,Milinda Siriwardana,28,6,9,85,25,1010,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
best,Tillakaratne Dilshan,28,6,9,85,25,1010,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",West Indies
best,Lasith Malinga,25,3,18,91,65,1009,Average,inning2,day,won,Pallekele International Cricket Stadium,West Indies
best,Suranga Lakmal,25,3,18,91,65,1009,Average,inning2,day,won,Pallekele International Cricket Stadium,West Indies
best,Dushmantha Chameera,25,3,18,91,65,1009,Average,inning2,day,won,Pallekele International Cricket Stadium,West Indies
good,Milinda Siriwardana,25,3,18,91,65,1009,Average,inning2,day,won,Pallekele International Cricket Stadium,West Indies
best,Ajantha Mendis,25,3,18,91,65,1009,Average,inning2,day,won,Pallekele International Cricket Stadium,West Indies
best,Angelo Mathews,25,3,18,91,65,1009,Average,inning2,day,won,Pallekele International Cricket Stadium,West Indies
poor,Nuwan Kulasekara,21,19,0,56,4,1022,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Suranga Lakmal,21,19,0,56,4,1022,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Angelo Mathews,21,19,0,56,4,1022,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Ajantha Mendis,21,19,0,56,4,1022,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Milinda Siriwardana,21,19,0,56,4,1022,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Dushmantha Chameera,21,19,0,56,4,1022,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
best,Tillakaratne Dilshan,21,19,0,56,4,1022,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Dushmantha Chameera,19,28,0,64,2,1013,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Nuwan Kulasekara,19,28,0,64,2,1013,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Sachithra Senanayake,19,28,0,64,2,1013,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Jeffrey Vandersay,19,28,0,64,2,1013,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
best,Nuwan Pradeep,19,12,0,58,41,1021,Excellent,inning2,day,lost,"Saxton Oval, Nelson",New Zealand
good,Dushmantha Chameera,19,12,0,58,41,1021,Excellent,inning2,day,lost,"Saxton Oval, Nelson",New Zealand
best,Tillakaratne Dilshan,19,12,0,58,41,1021,Excellent,inning2,day,lost,"Saxton Oval, Nelson",New Zealand
best,Nuwan Kulasekara,19,12,0,58,41,1021,Excellent,inning2,day,lost,"Saxton Oval, Nelson",New Zealand
poor,Angelo Mathews,19,12,0,58,41,1021,Excellent,inning2,day,lost,"Saxton Oval, Nelson",New Zealand
best,Jeffrey Vandersay,19,12,0,58,41,1021,Excellent,inning2,day,lost,"Saxton Oval, Nelson",New Zealand
best,Milinda Siriwardana,19,12,0,58,41,1021,Excellent,inning2,day,lost,"Saxton Oval, Nelson",New Zealand
poor,Dushmantha Chameera,17,5,27,97,100,1012,Good,inning0,day,won,"Saxton Oval, Nelson",New Zealand
best,Thisara Perera,17,5,27,97,100,1012,Good,inning0,day,won,"Saxton Oval, Nelson",New Zealand
good,Nuwan Kulasekara,17,5,27,97,100,1012,Good,inning0,day,won,"Saxton Oval, Nelson",New Zealand
best,Milinda Siriwardana,17,5,27,97,100,1012,Good,inning0,day,won,"Saxton Oval, Nelson",New Zealand
poor,Jeffrey Vandersay,17,5,27,97,100,1012,Good,inning0,day,won,"Saxton Oval, Nelson",New Zealand
best,Nuwan Pradeep,19,14,0,59,81,1011,Excellent,inning2,day,won,"Bay Oval, Mount Maunganui",New Zealand
best,Dushmantha Chameera,19,14,0,59,81,1011,Excellent,inning2,day,won,"Bay Oval, Mount Maunganui",New Zealand
poor,Thisara Perera,19,14,0,59,81,1011,Excellent,inning2,day,won,"Bay Oval, Mount Maunganui",New Zealand
good,Nuwan Kulasekara,19,14,0,59,81,1011,Excellent,inning2,day,won,"Bay Oval, Mount Maunganui",New Zealand
best,Tillakaratne Dilshan,19,14,0,59,81,1011,Excellent,inning2,day,won,"Bay Oval, Mount Maunganui",New Zealand
best,Milinda Siriwardana,19,14,0,59,81,1011,Excellent,inning2,day,won,"Bay Oval, Mount Maunganui",New Zealand
best,Shaminda Eranga,16,18,0,79,52,1016,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
good,Angelo Mathews,16,18,0,79,52,1016,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
best,Nuwan Pradeep,16,18,0,79,52,1016,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
best,Seekkuge Prasanna,16,18,0,79,52,1016,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
good,Dasun Shanaka,16,18,0,79,52,1016,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
best,Dhananjaya de Silva,16,18,0,79,52,1016,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
good,Suranga Lakmal,14,11,0,80,95,1022,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
poor,Angelo Mathews,14,11,0,80,95,1022,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
best,Farveez Maharoof,14,11,0,80,95,1022,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
best,Dasun Shanaka,14,11,0,80,95,1022,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
good,Seekkuge Prasanna,14,11,0,80,95,1022,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
best,Danushka Gunathilaka,14,11,0,80,95,1022,Excellent,inning1,day,lost,"The Village, Malahide, Dublin",Ireland
best,Suranga Lakmal,18,13,0,82,36,1016,Excellent,inning1,night,lost,"Trent Bridge, Nottingham",England
good,Angelo Mathews,18,13,0,82,36,1016,Excellent,inning1,night,lost,"Trent Bridge, Nottingham",England
best,Dasun Shanaka,18,13,0,82,36,1016,Excellent,inning1,night,lost,"Trent Bridge, Nottingham",England
best,Nuwan Pradeep,18,13,0,82,36,1016,Excellent,inning1,night,lost,"Trent Bridge, Nottingham",England
best,Farveez Maharoof,18,13,0,82,36,1016,Excellent,inning1,night,lost,"Trent Bridge, Nottingham",England
good,Seekkuge Prasanna,18,13,0,82,36,1016,Excellent,inning1,night,lost,"Trent Bridge, Nottingham",England
poor,Danushka Gunathilaka,18,13,0,82,36,1016,Excellent,inning1,night,lost,"Trent Bridge, Nottingham",England
best,Farveez Maharoof,16,13,2,83,41,1015,Excellent,inning1,night,won,"Edgbaston, Birmingham",England
good,Suranga Lakmal,16,13,2,83,41,1015,Excellent,inning1,night,won,"Edgbaston, Birmingham",England
poor,Suraj Randiv,16,13,2,83,41,1015,Excellent,inning1,night,won,"Edgbaston, Birmingham",England
poor,Nuwan Pradeep,16,13,2,83,41,1015,Excellent,inning1,night,won,"Edgbaston, Birmingham",England
poor,Seekkuge Prasanna,16,13,2,83,41,1015,Excellent,inning1,night,won,"Edgbaston, Birmingham",England
best,Danushka Gunathilaka,16,13,2,83,41,1015,Excellent,inning1,night,won,"Edgbaston, Birmingham",England
good,Suranga Lakmal,15,20,1,89,100,1018,Poor,inning1,day,lost,"County Ground, Bristol",England
good,Angelo Mathews,15,20,1,89,100,1018,Poor,inning1,day,lost,"County Ground, Bristol",England
best,Suranga Lakmal,15,24,0,90,100,1008,Excellent,inning1,day,lost,"Kennington Oval, London",England
poor,Nuwan Pradeep,15,24,0,90,100,1008,Excellent,inning1,day,lost,"Kennington Oval, London",England
best,Angelo Mathews,15,24,0,90,100,1008,Excellent,inning1,day,lost,"Kennington Oval, London",England
best,Farveez Maharoof,15,24,0,90,100,1008,Excellent,inning1,day,lost,"Kennington Oval, London",England
poor,Dasun Shanaka,15,24,0,90,100,1008,Excellent,inning1,day,lost,"Kennington Oval, London",England
poor,Seekkuge Prasanna,15,24,0,90,100,1008,Excellent,inning1,day,lost,"Kennington Oval, London",England
best,Danushka Gunathilaka,15,24,0,90,100,1008,Excellent,inning1,day,lost,"Kennington Oval, London",England
best,Suranga Lakmal,15,31,0,74,23,1014,Excellent,inning2,day,won,"Sophia Gardens, Cardiff",England
poor,Chaminda Bandara,15,31,0,74,23,1014,Excellent,inning2,day,won,"Sophia Gardens, Cardiff",England
best,Nuwan Pradeep,15,31,0,74,23,1014,Excellent,inning2,day,won,"Sophia Gardens, Cardiff",England
good,Danushka Gunathilaka,15,31,0,74,23,1014,Excellent,inning2,day,won,"Sophia Gardens, Cardiff",England
best,Seekkuge Prasanna,15,31,0,74,23,1014,Excellent,inning2,day,won,"Sophia Gardens, Cardiff",England
best,Kusal Mendis,15,31,0,74,23,1014,Excellent,inning2,day,won,"Sophia Gardens, Cardiff",England
best,Angelo Mathews,27,10,0,90,89,1008,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Tillakaratne Dilshan,27,10,0,90,89,1008,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Thisara Perera,27,10,0,90,89,1008,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Amila Aponso,27,10,0,90,89,1008,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Milinda Siriwardana,27,10,0,90,89,1008,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Dilruwan Perera,27,10,0,90,89,1008,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Lakshan Sandakan,27,10,0,90,89,1008,Excellent,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Angelo Mathews,26,13,3,90,63,1009,Good,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Thisara Perera,26,13,3,90,63,1009,Good,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Amila Aponso,26,13,3,90,63,1009,Good,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Seekkuge Prasanna,26,13,3,90,63,1009,Good,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Dilruwan Perera,26,13,3,90,63,1009,Good,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Tillakaratne Dilshan,26,13,3,90,63,1009,Good,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Dhananjaya de Silva,26,13,3,90,63,1009,Good,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Angelo Mathews,24,4,9,97,31,1010,Average,inning1,night,won,Rangiri Dambulla International Stadium,Australia
poor,Thisara Perera,24,4,9,97,31,1010,Average,inning1,night,won,Rangiri Dambulla International Stadium,Australia
good,Amila Aponso,24,4,9,97,31,1010,Average,inning1,night,won,Rangiri Dambulla International Stadium,Australia
good,Dilruwan Perera,24,4,9,97,31,1010,Average,inning1,night,won,Rangiri Dambulla International Stadium,Australia
best,Tillakaratne Dilshan,24,4,9,97,31,1010,Average,inning1,night,won,Rangiri Dambulla International Stadium,Australia
good,Seekkuge Prasanna,24,4,9,97,31,1010,Average,inning1,night,won,Rangiri Dambulla International Stadium,Australia
best,Dhananjaya de Silva,24,4,9,97,31,1010,Average,inning1,night,won,Rangiri Dambulla International Stadium,Australia
poor,Thisara Perera,24,7,0,93,65,1011,Excellent,inning1,night,won,Rangiri Dambulla International Stadium,Australia
best,Amila Aponso,24,7,0,93,65,1011,Excellent,inning1,night,won,Rangiri Dambulla International Stadium,Australia
poor,Dilruwan Perera,24,7,0,93,65,1011,Excellent,inning1,night,won,Rangiri Dambulla International Stadium,Australia
good,Sachith Pathirana,24,7,0,93,65,1011,Excellent,inning1,night,won,Rangiri Dambulla International Stadium,Australia
best,Dhananjaya de Silva,24,7,0,93,65,1011,Excellent,inning1,night,won,Rangiri Dambulla International Stadium,Australia
best,Angelo Perera,24,7,0,93,65,1011,Excellent,inning1,night,won,Rangiri Dambulla International Stadium,Australia
good,Suranga Lakmal,23,11,0,84,27,1012,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
good,Dilruwan Perera,23,11,0,84,27,1012,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
good,Sachith Pathirana,23,11,0,84,27,1012,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
best,Dasun Shanaka,23,11,0,84,27,1012,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
best,Amila Aponso,23,11,0,84,27,1012,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
good,Dhananjaya de Silva,23,11,0,84,27,1012,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
good,Nuwan Kulasekara,30,14,0,28,26,1013,Excellent,inning2,day,won,Harare Sports Club,Zimbabwe
good,Suranga Lakmal,30,14,0,28,26,1013,Excellent,inning2,day,won,Harare Sports Club,Zimbabwe
good,Sachith Pathirana,30,14,0,28,26,1013,Excellent,inning2,day,won,Harare Sports Club,Zimbabwe
good,Nuwan Pradeep,30,14,0,28,26,1013,Excellent,inning2,day,won,Harare Sports Club,Zimbabwe
poor,Shehan Jayasuriya,30,14,0,28,26,1013,Excellent,inning2,day,won,Harare Sports Club,Zimbabwe
good,Asela Gunaratne,30,14,0,28,26,1013,Excellent,inning2,day,won,Harare Sports Club,Zimbabwe
good,Nuwan Kulasekara,25,15,1,43,40,1015,Excellent,inning2,day,won,Harare Sports Club,West Indies
good,Suranga Lakmal,25,15,1,43,40,1015,Excellent,inning2,day,won,Harare Sports Club,West Indies
best,Nuwan Pradeep,25,15,1,43,40,1015,Excellent,inning2,day,won,Harare Sports Club,West Indies
best,Shehan Jayasuriya,25,15,1,43,40,1015,Excellent,inning2,day,won,Harare Sports Club,West Indies
